Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
??,No suitable matches found.,,0,,,,,, ,
Acalypha rhomboidea,Acalypha rhomboidea,,1,Synonym,Acalypha virginica var. rhomboidea,(Raf.) Cooperr.,Euphorbiaceae,tpl, ,
Acer negundo,Acer negundo,,1,Accepted,Acer negundo,L.,Sapindaceae,tpl;tropicos;usda, ,
Acer nigrum,Acer nigrum,,1,Synonym,Acer saccharum subsp. nigrum,(F.Michx.) Desmarais,Sapindaceae,tpl, ,
Acer platanoides,Acer platanoides,,1,Accepted,Acer platanoides,L.,Sapindaceae,tpl;tropicos;usda, ,
Acer rubrum,Acer rubrum,,1,Accepted,Acer rubrum,L.,Sapindaceae,tpl;tropicos;usda, ,
Acer saccharinum,Acer saccharinum,,1,Accepted,Acer saccharinum,L.,Sapindaceae,tpl;tropicos;usda, ,
Acer saccharum,Acer saccharum,,1,Accepted,Acer saccharum,Marshall,Sapindaceae,tpl;tropicos;usda, ,
Acer sp.,Acer,,0.9,Accepted,Acer,,Sapindaceae,tpl, ,
Acer species,Acer,,0.9,Accepted,Acer,,Sapindaceae,tpl, ,
Achillea millefolium,Achillea millefolium,,1,Accepted,Achillea millefolium,,Asteraceae,tpl, ,
Actaea pachypoda,Actaea pachypoda,,1,Accepted,Actaea pachypoda,Elliott,Ranunculaceae,tpl;tropicos;usda, ,
Actinomeris alternifolia,Actinomeris alternifolia,,1,Synonym,Verbesina alternifolia,(L.) Britton ex Kearney,Asteraceae,gcc, ,urn:lsid:compositae.org:names:DA9F7876-616E-41B8-9E50-B2ACDC944AFE
Aesculus glabra,Aesculus glabra,,1,Accepted,Aesculus glabra,Willd.,Sapindaceae,tpl;tropicos;usda, ,
Aesculus sp.,Aesculus,,0.9,Accepted,Aesculus,,Sapindaceae,tpl;usda, ,
Aesculus species,Aesculus,,0.9,Accepted,Aesculus,,Sapindaceae,tpl;usda, ,
Ageratina altissima,Ageratina altissima,,1,Accepted,Ageratina altissima,(L.) R.M.King & H.Rob.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:7012A206-803B-402D-A008-440403B9B5ED
Agostis alba,Agrostis alba,,0.98,Synonym,Poa nemoralis,L.,Poaceae,tpl;tropicos, ,
Agrimonia gryposepala,Agrimonia gryposepala,,1,Accepted,Agrimonia gryposepala,Wallr.,Rosaceae,tpl;tropicos;usda, ,
Agrimonia pubescens,Agrimonia pubescens,,1,Accepted,Agrimonia pubescens,Wallr.,Rosaceae,tpl;tropicos;usda, ,
Agrimonia sp.,Agrimonia,,0.9,Accepted,Agrimonia,,Rosaceae,tpl;usda, ,
Agrimonia species,Agrimonia,,0.9,Accepted,Agrimonia,,Rosaceae,tpl;usda, ,
Agropyron repens,Agropyron repens,,1,Synonym,Elymus repens,(L.) Gould,Poaceae,tpl, ,
Agrostis alba,Agrostis alba,,1,Synonym,Poa nemoralis,L.,Poaceae,tpl;tropicos, ,
Agrostis sp.,Agrostis,,0.9,Accepted,Agrostis,,Poaceae,tpl;usda, ,
Agrostis species,Agrostis,,0.9,Accepted,Agrostis,,Poaceae,tpl;usda, ,
Agrostis stolonifera,Agrostis stolonifera,,1,Accepted,Agrostis stolonifera,L.,Poaceae,tpl;tropicos;usda, ,
Ailanthus altissima,Ailanthus altissima,,1,Accepted,Ailanthus altissima,(Mill.) Swingle,Simaroubaceae,tpl;tropicos;usda, ,
Alisma subcordatum,Alisma subcordatum,,1,Accepted,Alisma subcordatum,Raf.,Alismataceae,tpl;tropicos;usda, ,
Alliaria petiolata,Alliaria petiolata,,1,Accepted,Alliaria petiolata,(M.Bieb.) Cavara & Grande,Brassicaceae,tpl, ,
Allium canadense,Allium canadense,,1,Accepted,Allium canadense,L.,Amaryllidaceae,tpl;tropicos;usda, ,
Allium cernuum,Allium cernuum,,1,Accepted,Allium cernuum,Roth,Amaryllidaceae,tpl;tropicos;usda, ,
Allium sp.,Allium,,0.9,Accepted,Allium,,Amaryllidaceae,tpl, ,
Allium stellatum,Allium stellatum,,1,Accepted,Allium stellatum,Nutt. ex Ker Gawl.,Amaryllidaceae,tpl;tropicos, ,
Allium tricoccum,Allium tricoccum,,1,Accepted,Allium tricoccum,Aiton,Amaryllidaceae,tpl;tropicos;usda, ,
Allium vineale,Allium vineale,,1,Accepted,Allium vineale,L.,Amaryllidaceae,tpl;tropicos;usda, ,
Alnus species,Alnus,,0.9,Accepted,Alnus,,Betulaceae,tpl, ,
Ambrosia artemisiifolia,Ambrosia artemisiifolia,,1,Accepted,Ambrosia artemisiifolia,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:5717C1D3-5B5F-4298-95E3-25D4AFE147CE
Ambrosia artemisiifolia elatior,Ambrosia artemisiifolia var. elatior,,0.96,Synonym,Ambrosia artemisiifolia,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:5717C1D3-5B5F-4298-95E3-25D4AFE147CE
Ambrosia trifida,Ambrosia trifida,,1,Accepted,Ambrosia trifida,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:A2275973-D61B-486C-9905-0E305DA158A6
Amphicarpaea bracteata,Amphicarpaea bracteata,,1,No opinion,,,,tpl, ,
Andropogon gerardii,Andropogon gerardii,,1,Accepted,Andropogon gerardii,Vitman,Poaceae,tpl;usda, ,
Anemone canadensis,Anemone canadensis,,1,Accepted,Anemone canadensis,L.,Ranunculaceae,tpl;tropicos;usda, ,
Anemone caroliniana,Anemone caroliniana,,1,Accepted,Anemone caroliniana,Walter,Ranunculaceae,tpl;tropicos;usda, ,
Anemone quinquefolia,Anemone quinquefolia,,1,Accepted,Anemone quinquefolia,L.,Ranunculaceae,tpl;tropicos;usda, ,
Anemone species,Anemone,,0.9,Accepted,Anemone,,Ranunculaceae,tpl, ,
Anemone virginiana,Anemone virginiana,,1,Accepted,Anemone virginiana,L.,Ranunculaceae,tpl;tropicos;usda, ,
Anemonella thalictroides,Anemonella thalictroides,,1,Accepted,Anemonella thalictroides,(L.) Spach,Ranunculaceae,tpl, ,
Antennaria plantaginifolia,Antennaria plantaginifolia,,1,Accepted,Antennaria plantaginifolia,(L.) Richardson,Asteraceae,gcc;usda, ,urn:lsid:compositae.org:names:D7EF9F86-0447-45FB-A67E-C4BE7FAABACC
Apocynum cannabinum,Apocynum cannabinum,,1,Accepted,Apocynum cannabinum,L.,Apocynaceae,tpl;tropicos;usda, ,
Apocynum sibiricum,Apocynum sibiricum,,1,Synonym,Apocynum cannabinum,L.,Apocynaceae,tpl, ,
Aquilegia canadensis,Aquilegia canadensis,,1,Accepted,Aquilegia canadensis,L.,Ranunculaceae,tpl;tropicos;usda, ,
Arctium minus,Arctium minus,,1,Accepted,Arctium minus,,Asteraceae,tpl, ,
Arenaria lateriflora,Arenaria lateriflora,,1,Synonym,Moehringia lateriflora,(L.) Fenzl,Caryophyllaceae,tpl;tropicos;usda, ,
Arisaema dracontium,Arisaema dracontium,,1,Accepted,Arisaema dracontium,(L.) Schott,Araceae,tpl;tropicos;usda, ,
Arisaema triphyllum,Arisaema triphyllum,,1,Accepted,Arisaema triphyllum,(L.) Schott,Araceae,tpl;tropicos;usda, ,
Arnoglossum atricipifolia,Arnoglossum,,0.5,No opinion,,,,tpl, [Partial match] ,
Aruncus dioicus pubescens,Aruncus dioicus var. pubescens,,0.96,Accepted,Aruncus dioicus var. pubescens,(Rydb.) Fernald,Rosaceae,tpl;tropicos;usda, ,
Asarum canadense,Asarum canadense,,1,Accepted,Asarum canadense,L.,Aristolochiaceae,tpl;tropicos;usda, ,
Asclepias exaltata,Asclepias exaltata,,1,Accepted,Asclepias exaltata,L.,Apocynaceae,tpl;tropicos;usda, ,
Asclepias incarnata,Asclepias incarnata,,1,Accepted,Asclepias incarnata,L.,Apocynaceae,tpl;tropicos;usda, ,
Asclepias meadii,Asclepias meadii,,1,Accepted,Asclepias meadii,Torr. ex A.Gray,Apocynaceae,tpl, ,
Asclepias syriaca,Asclepias syriaca,,1,Accepted,Asclepias syriaca,L.,Apocynaceae,tpl;tropicos;usda, ,
Asclepias verticillata,Asclepias verticillata,,1,Accepted,Asclepias verticillata,L.,Apocynaceae,tpl;tropicos;usda, ,
Asimina species,Asimina,,0.9,Accepted,Asimina,,Annonaceae,tpl, ,
Asimina triloba,Asimina triloba,,1,Accepted,Asimina triloba,(L.) Dunal,Annonaceae,tpl;tropicos;usda, ,
Asplenium species,Asplenium,,0.9,Accepted,Asplenium,,Aspleniaceae,tpl, ,
Aster lateriflorus,Aster lateriflorus,,1,Synonym,Symphyotrichum lateriflorum,(L.) Á.Löve & D.Löve,Asteraceae,gcc, ,urn:lsid:compositae.org:names:FABA6C06-F343-4CEC-AF2B-17DFE6A11170
Aster pilosus,Aster pilosus,,1,Synonym,Symphyotrichum pilosum,(Willd.) G.L.Nesom,Asteraceae,gcc, ,urn:lsid:compositae.org:names:B8851780-07FE-4029-8726-66EFF3A4DCE4
Aster sagittifolius drummondii,Aster sagittifolius var. drummondii,,0.96,Synonym,Symphyotrichum drummondii,(Lindl.) G.L.Nesom,Asteraceae,gcc, ,urn:lsid:compositae.org:names:7E92236A-AF44-4120-8AEE-A4E040BA893F
Aster shortii,Aster shortii,,1,Synonym,Symphyotrichum shortii,(Lindl.) G.L.Nesom,Asteraceae,gcc, ,urn:lsid:compositae.org:names:7E7882FC-95AC-439F-A4BF-A43E23C22D8D
Aster species,Aster,,0.9,Accepted,Aster,,Asteraceae,tpl;usda, ,
Athyrium filix-femina,Athyrium filix-femina,,1,Accepted,Athyrium filix-femina,(L.) Roth,Woodsiaceae,tpl;tropicos;usda, ,
Barbarea vulgaris,Barbarea vulgaris,,1,Accepted,Barbarea vulgaris,R.Br.,Brassicaceae,tpl, ,
Berberis thunbergii,Berberis thunbergii,,1,Accepted,Berberis thunbergii,DC.,Berberidaceae,tpl;tropicos;usda, ,
Bidens aristosa,Bidens aristosa,,1,Accepted,Bidens aristosa,(Michx.) Britton,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:DD521FAC-B20A-4B11-ADD7-82A437C46230
Bidens cernua,Bidens cernua,,1,Accepted,Bidens cernua,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:610E2E9B-6131-49F5-B9E4-A18EC11CD44D
Bidens connata,Bidens connata,,1,Accepted,Bidens connata,Muhl. ex Willd.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:C1B878A5-7814-43EB-A665-B619C7146FB4
Bidens frondosa,Bidens frondosa,,1,Accepted,Bidens frondosa,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:37AC0D09-DBDB-4FB1-AFF9-3D06035F0659
Bidens sp.,Bidens,,0.9,No opinion,,,,tpl, ,
Bidens species,Bidens,,0.9,No opinion,,,,tpl, ,
Bidens vulgata,Bidens vulgata,,1,Accepted,Bidens vulgata,Greene,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:C067BFE1-EE4E-4794-8876-10D6B1AD5D16
Boehmeria cylindrica,Boehmeria cylindrica,,1,Accepted,Boehmeria cylindrica,(L.) Sw.,Urticaceae,tpl;tropicos;usda, ,
Botrychium virginianum,Botrychium virginianum,,1,Accepted,Botrychium virginianum,(L.) Sw.,Ophioglossaceae,tpl;tropicos;usda, ,
Brassica sp.,Brassica,,0.9,Accepted,Brassica,,Brassicaceae,tpl;usda, ,
Brassicaceae family,Brassicaceae,,0.5,Accepted,Brassicaceae,,,tpl;usda, [Partial match] ,
Bromis inermis,Bromus inermis,,0.97,Accepted,Bromus inermis,Leyss.,Poaceae,tpl;tropicos;usda, ,
Bromus inermis,Bromus inermis,,1,Accepted,Bromus inermis,Leyss.,Poaceae,tpl;tropicos;usda, ,
Bromus japonicus,Bromus japonicus,,1,Accepted,Bromus japonicus,Thunb.,Poaceae,tpl, ,
Bromus pubescens,Bromus pubescens,,1,Accepted,Bromus pubescens,Muhl. ex Willd.,Poaceae,tpl;tropicos;usda, ,
Bromus sp.,Bromus,,0.9,Accepted,Bromus,,Poaceae,tpl;usda, ,
Bromus tectorum,Bromus tectorum,,1,Accepted,Bromus tectorum,L.,Poaceae,tpl;tropicos;usda, ,
Cacalia atriplicifolia,Cacalia atriplicifolia,,1,Synonym,Arnoglossum atriplicifolium,(L.) H.Rob.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:60F9EE83-272E-454B-8F57-9194D278CCE0
Calamagrostis canadensis,Calamagrostis canadensis,,1,Accepted,Calamagrostis canadensis,(Michx.) P.Beauv.,Poaceae,tpl, ,
Camassia scilloides,Camassia scilloides,,1,Accepted,Camassia scilloides,(Raf.) Cory,Asparagaceae,tpl;tropicos;usda, ,
Campanula americana,Campanula americana,,1,Accepted,Campanula americana,L.,Campanulaceae,tpl;tropicos, ,
Campanulastrum americanum,Campanulastrum americanum,,1,Synonym,Campanula americana,L.,Campanulaceae,tpl, ,
Cardamine concatenata,Cardamine concatenata,,1,Accepted,Cardamine concatenata,(Michx.) O.Schwarz,Brassicaceae,tpl, ,
Cardamine douglassii,Cardamine douglassii,,1,Accepted,Cardamine douglassii,Britton,Brassicaceae,tropicos;usda, ,
Carex albursina,Carex albursina,,1,Accepted,Carex albursina,E.Sheld.,Cyperaceae,tpl, ,
Carex blanda,Carex blanda,,1,Accepted,Carex blanda,Dewey,Cyperaceae,tpl;tropicos;usda, ,
Carex cephalophora,Carex cephalophora,,1,Accepted,Carex cephalophora,Muhl. ex Willd.,Cyperaceae,tpl;tropicos;usda, ,
Carex cristatella,Carex cristatella,,1,Accepted,Carex cristatella,Britton & A.Br.,Cyperaceae,tpl, ,
Carex granularis,Carex granularis,,1,Accepted,Carex granularis,Muhl. ex Willd.,Cyperaceae,tpl;tropicos;usda, ,
Carex gravida,Carex gravida,,1,Accepted,Carex gravida,L.H.Bailey,Cyperaceae,tpl, ,
Carex grisea,Carex grisea,,1,Accepted,Carex grisea,Wahlenb.,Cyperaceae,tpl;tropicos;usda, ,
Carex hirtifolia,Carex hirtifolia,,1,Accepted,Carex hirtifolia,Mack.,Cyperaceae,tpl;tropicos;usda, ,
Carex hIrtifolia,Carex,,0.9,Accepted,Carex,,Cyperaceae,tpl, ,
Carex jamesii,Carex jamesii,,1,Accepted,Carex jamesii,Schwein.,Cyperaceae,tpl;tropicos;usda, ,
Carex lacustris,Carex lacustris,,1,Accepted,Carex lacustris,Willd.,Cyperaceae,tpl;tropicos;usda, ,
Carex muskingumensis,Carex muskingumensis,,1,Accepted,Carex muskingumensis,Schwein.,Cyperaceae,tpl;tropicos;usda, ,
Carex pensylvanica,Carex pensylvanica,,1,Accepted,Carex pensylvanica,Lam.,Cyperaceae,tpl;tropicos;usda, ,
Carex rosea,Carex rosea,,1,Accepted,Carex rosea,Willd.,Cyperaceae,tpl, ,
Carex sp.,Carex,,0.9,Accepted,Carex,,Cyperaceae,tpl, ,
Carex sparganioides,Carex sparganioides,,1,Accepted,Carex sparganioides,Muhl. ex Willd.,Cyperaceae,tpl;tropicos;usda, ,
Carex species,Carex,,0.9,Accepted,Carex,,Cyperaceae,tpl, ,
Carex tribuloides,Carex tribuloides,,1,Accepted,Carex tribuloides,Wahlenb.,Cyperaceae,tpl;tropicos;usda, ,
Carex vulpinoidea,Carex vulpinoidea,,1,Accepted,Carex vulpinoidea,Michx.,Cyperaceae,tpl;tropicos;usda, ,
Carex woodii,Carex woodii,,1,Accepted,Carex woodii,Dewey,Cyperaceae,tpl;tropicos;usda, ,
Carya cordiformis,Carya cordiformis,,1,Accepted,Carya cordiformis,(Wangenh.) K.Koch,Juglandaceae,tpl, ,
Carya ovata,Carya ovata,,1,Accepted,Carya ovata,(Mill.) K.Koch,Juglandaceae,tpl, ,
Carya sp.,Carya,,0.9,Accepted,Carya,,Juglandaceae,tpl;usda, ,
Carya species,Carya,,0.9,Accepted,Carya,,Juglandaceae,tpl;usda, ,
Caulophyllum thalictroides,Caulophyllum thalictroides,,1,Accepted,Caulophyllum thalictroides,(L.) Michx.,Berberidaceae,tpl;tropicos;usda, ,
Celastrus orbiculatus,Celastrus orbiculatus,,1,Accepted,Celastrus orbiculatus,Thunb.,Celastraceae,tpl;tropicos;usda, ,
Celastrus scandens,Celastrus scandens,,1,Accepted,Celastrus scandens,L.,Celastraceae,tpl;tropicos;usda, ,
Celtis occidentalis,Celtis occidentalis,,1,Accepted,Celtis occidentalis,L.,Cannabaceae,tpl;tropicos;usda, ,
Cerastium sp.,Cerastium,,0.9,Accepted,Cerastium,,Caryophyllaceae,tpl;usda, ,
Cerastium vulgatum,Cerastium vulgatum,,1,Synonym,Cerastium glomeratum,Thuill.,Caryophyllaceae,tpl, ,
Cercis canadensis,Cercis canadensis,,1,Accepted,Cercis canadensis,,Fabaceae,tpl, ,
Chenopodium album,Chenopodium album,,1,Accepted,Chenopodium album,L.,Amaranthaceae,tpl;tropicos;usda, ,
Chenopodium sp.,Chenopodium,,0.9,Accepted,Chenopodium,,Amaranthaceae,tpl, ,
Chrysanthemum leucanthemum,Chrysanthemum leucanthemum,,1,Synonym,Leucanthemum vulgare,(Vaill.) Lam.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:0547E050-E16B-4B8A-AB14-EA90D1AD85EF
Chrysanthemum leucanthemum pinnatifidum,Chrysanthemum leucanthemum var. pinnatifidum,,0.96,Synonym,Leucanthemum vulgare,(Vaill.) Lam.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:0547E050-E16B-4B8A-AB14-EA90D1AD85EF
Cinna arundinacea,Cinna arundinacea,,1,Accepted,Cinna arundinacea,L.,Poaceae,tpl;tropicos;usda, ,
Circaea lutetiana,Circaea lutetiana,,1,Accepted,Circaea lutetiana,L.,Onagraceae,tpl;tropicos;usda, ,
Circaea lutetiana canadensis,Circaea lutetiana subsp. canadensis,,0.96,Accepted,Circaea lutetiana subsp. canadensis,(L.) Asch. & Magnus,Onagraceae,tpl, ,
Cirsium arvense,Cirsium arvense,,1,Accepted,Cirsium arvense,,Asteraceae,tpl, ,
Cirsium sp.,Cirsium,,0.9,Accepted,Cirsium,,Asteraceae,tpl;usda, ,
Cirsium vulgare,Cirsium vulgare,,1,Accepted,Cirsium vulgare,(Savi) Ten.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:5501F500-AAE6-4DE1-B349-46F2509573C1
Cladrastis kentukea,Cladrastis kentukea,,1,Accepted,Cladrastis kentukea,(Dum.Cours.)Rudd,Fabaceae,ildis, ,
Cladrastis lutea,Cladrastis lutea,,1,No opinion,,,,tpl, ,
Claytonia virginica,Claytonia virginica,,1,Accepted,Claytonia virginica,L.,Montiaceae,tpl;tropicos;usda, ,
Clematis virginiana,Clematis virginiana,,1,Accepted,Clematis virginiana,L.,Ranunculaceae,tpl;tropicos;usda, ,
Clinopodium vulgare,Clinopodium vulgare,,1,Accepted,Clinopodium vulgare,L.,Lamiaceae,tpl;tropicos;usda, ,
Convolvulus arvensis,Convolvulus arvensis,,1,Accepted,Convolvulus arvensis,L.,Convolvulaceae,tpl;tropicos;usda, ,
Convolvulus sepium,Convolvulus sepium,,1,Synonym,Calystegia sepium,(L.) R. Br.,Convolvulaceae,tpl, ,
Convolvulus sp.,Convolvulus,,0.9,Accepted,Convolvulus,,Convolvulaceae,tpl;usda, ,
Convolvulus species,Convolvulus,,0.9,Accepted,Convolvulus,,Convolvulaceae,tpl;usda, ,
Conyza canadensis,Conyza canadensis,,1,Synonym,Erigeron canadensis,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:B89403EB-9178-4ABC-843E-BC0F9A00CD0C
Coreopsis tripteris,Coreopsis tripteris,,1,Accepted,Coreopsis tripteris,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:D07C8E1C-1750-47DB-A1D1-52A536A2D0E2
Cornus obliqua,Cornus obliqua,,1,Synonym,Cornus amomum subsp. obliqua,(Raf.) J.S.Wilson,Cornaceae,tpl, ,
Cornus racemosa,Cornus racemosa,,1,Accepted,Cornus racemosa,Lam.,Cornaceae,tpl;tropicos;usda, ,
Cornus sp.,Cornus,,0.9,Accepted,Cornus,,Cornaceae,tpl, ,
Coronilla varia,Coronilla varia,,1,Synonym,Securigera varia,(L.)Lassen,Fabaceae,ildis, ,
Crataegus sp.,Crataegus,,0.9,Accepted,Crataegus,,Rosaceae,tpl;usda, ,
Crataegus species,Crataegus,,0.9,Accepted,Crataegus,,Rosaceae,tpl;usda, ,
Cryptotaenia canadensis,Cryptotaenia canadensis,,1,Accepted,Cryptotaenia canadensis,(L.) DC.,Apiaceae,tpl;tropicos;usda, ,
Cystopteris protrusa,Cystopteris protrusa,,1,Accepted,Cystopteris protrusa,(Weath.) Blasdell,Cystopteridaceae,tpl;tropicos;usda, ,
Dactylis glomerata,Dactylis glomerata,,1,Accepted,Dactylis glomerata,L.,Poaceae,tpl;tropicos;usda, ,
Danthonia spicata,Danthonia spicata,,1,Accepted,Danthonia spicata,(L.) Roem. & Schult.,Poaceae,tpl, ,
Daucus carota,Daucus carota,,1,Accepted,Daucus carota,L.,Apiaceae,tpl;tropicos;usda, ,
Desmodium canadense,Desmodium canadense,,1,No opinion,,,,tpl, ,
Desmodium species,Desmodium,,0.9,Accepted,Desmodium,,Fabaceae,tpl;usda, ,
Dicentra cucullaria,Dicentra cucullaria,,1,Accepted,Dicentra cucullaria,(L.) Bernh.,Papaveraceae,tpl;tropicos;usda, ,
Dichanthelium acuminatum,Dichanthelium acuminatum,,1,Synonym,Panicum acuminatum,Sw.,Poaceae,tpl, ,
Dichanthelium sp.,Dichanthelium,,0.9,Accepted,Dichanthelium,,Poaceae,tpl;usda, ,
Dioscorea villosa,Dioscorea villosa,,1,Accepted,Dioscorea villosa,L.,Dioscoreaceae,tpl;tropicos;usda, ,
Dipsacus laciniatus,Dipsacus laciniatus,,1,Accepted,Dipsacus laciniatus,L.,Caprifoliaceae,tpl;tropicos;usda, ,
Dipsacus sp.,Dipsacus,,0.9,Accepted,Dipsacus,,Caprifoliaceae,tpl;usda, ,
Dipsacus sylvestris,Dipsacus sylvestris,,1,Synonym,Dipsacus fullonum,L.,Caprifoliaceae,tpl;tropicos;usda, ,
Dodecatheon meadia,Dodecatheon meadia,,1,Accepted,Dodecatheon meadia,L.,Primulaceae,tpl;tropicos;usda, ,
Duchesnea indica,Duchesnea indica,,1,Accepted,Duchesnea indica,(Jacks.) Focke,Rosaceae,tpl, ,
Echinochloa crusgalli,Echinochloa crusgalli,,1,No opinion,,,,tpl, ,
Echinocystis lobata,Echinocystis lobata,,1,Accepted,Echinocystis lobata,(Michx.) Torr. & A.Gray,Cucurbitaceae,tpl, ,
Ellisia nyctelea,Ellisia nyctelea,,1,Accepted,Ellisia nyctelea,(L.) L.,Boraginaceae,tpl;tropicos;usda, ,
Elymus canadensis,Elymus canadensis,,1,Accepted,Elymus canadensis,L.,Poaceae,tpl;tropicos;usda, ,
Elymus hystrix,Elymus hystrix,,1,Synonym,Elymus elymoides,(Raf.) Swezey,Poaceae,tpl, [Ambiguous match] ,
Elymus repens,Elymus repens,,1,Accepted,Elymus repens,(L.) Gould,Poaceae,tpl;tropicos;usda, ,
Elymus sp.,Elymus,,0.9,Accepted,Elymus,,Poaceae,tpl;usda, ,
Elymus villosus,Elymus villosus,,1,Accepted,Elymus villosus,Muhl. ex Willd.,Poaceae,tpl;tropicos;usda, ,
Elymus virginicus,Elymus virginicus,,1,Accepted,Elymus virginicus,L.,Poaceae,tpl;tropicos;usda, ,
Enemion biternatum,Enemion biternatum,,1,Accepted,Enemion biternatum,(Torr. & A.Gray) Raf.,Ranunculaceae,tpl, ,
Epilobium coloratum,Epilobium coloratum,,1,Accepted,Epilobium coloratum,Biehler,Onagraceae,tpl;tropicos;usda, ,
Epilobium hirsutum,Epilobium hirsutum,,1,Accepted,Epilobium hirsutum,L.,Onagraceae,tpl;tropicos;usda, ,
Equisetum arvense,Equisetum arvense,,1,Accepted,Equisetum arvense,L.,Equisetaceae,tpl;tropicos;usda, ,
Erechtites hieracifolia,Erechtites hieracifolia,,1,Synonym,Erechtites hieraciifolius,(L.) Raf. ex DC.,Asteraceae,usda, ,
Erechtites hieraciifolia,Erechtites hieraciifolia,,1,Synonym,Erechtites hieraciifolius,(L.) Raf. ex DC.,Asteraceae,usda, ,
Erigeron annuus,Erigeron annuus,,1,Accepted,Erigeron annuus,(L.) Desf.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:E79F4735-6B70-4FA4-B590-060AB192A895
Erigeron canadensis,Erigeron canadensis,,1,No opinion,,,,tpl, ,
Erigeron philadelphicus,Erigeron philadelphicus,,1,Accepted,Erigeron philadelphicus,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:71C46651-4FCA-4CD4-BE9D-C9EAFE03455E
Erigeron sp.,Erigeron,,0.9,Accepted,Erigeron,,Asteraceae,tpl;usda, ,
Erigeron strigosus,Erigeron strigosus,,1,Accepted,Erigeron strigosus,Muhl. ex Willd.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:544F044B-AF35-4134-8A19-7FB7C8953270
Erythronium albidum,Erythronium albidum,,1,Accepted,Erythronium albidum,Nutt.,Liliaceae,tpl;tropicos;usda, ,
Euonymus alata,Euonymus alata,,1,Synonym,Euonymus alatus,(Thunb.) Siebold,Celastraceae,usda, ,
Euonymus alatus,Euonymus alatus,,1,Accepted,Euonymus alatus,(Thunb.) Siebold,Celastraceae,tpl;tropicos;usda, ,
Euonymus atropurpureus,Euonymus atropurpureus,,1,Accepted,Euonymus atropurpureus,Jacq.,Celastraceae,tpl;tropicos;usda, ,
Euonymus europaeus,Euonymus europaeus,,1,Accepted,Euonymus europaeus,L.,Celastraceae,tpl;tropicos;usda, ,
Euonymus fortunei,Euonymus fortunei,,1,Accepted,Euonymus fortunei,(Turcz.) Hand.-Mazz.,Celastraceae,tpl;tropicos, ,
Euonymus sp.,Euonymus,,0.9,Accepted,Euonymus,,Celastraceae,tpl, ,
Euonymus species,Euonymus,,0.9,Accepted,Euonymus,,Celastraceae,tpl, ,
Eupatorium altissimum,Eupatorium altissimum,,1,Accepted,Eupatorium altissimum,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:C33FC1C4-30A3-4C53-8C86-91D4327F94A1
Eupatorium rugosum,Eupatorium rugosum,,1,Synonym,Ageratina altissima,(L.) R.M.King & H.Rob.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:7012A206-803B-402D-A008-440403B9B5ED
Eupatorium serotinum,Eupatorium serotinum,,1,Accepted,Eupatorium serotinum,Michx.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:BEE4413F-30AC-4FF8-94B5-C2A9CD9390E4
Eupatorium sp.,Eupatorium,,0.9,Accepted,Eupatorium,,Asteraceae,tpl, ,
Eutrochium maculatum,Eutrochium maculatum,,1,Synonym,Eupatorium maculatum,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:62421207-56ED-464A-8559-027CFC368E4A
Eutrochium purpureum,Eutrochium purpureum,,1,Synonym,Eupatorium purpureum,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:CD691DD6-8EF3-4FCB-A6E3-DDFF47D0A6B8
Festuca elatior,Festuca elatior,,1,Synonym,Festuca arundinacea,Schreb.,Poaceae,tpl, [Ambiguous match] ,
Festuca sp.,Festuca,,0.9,Accepted,Festuca,,Poaceae,tpl;usda, ,
Festuca species,Festuca,,0.9,Accepted,Festuca,,Poaceae,tpl;usda, ,
Festuca subverticillata,Festuca subverticillata,,1,Accepted,Festuca subverticillata,(Pers.) E.B.Alexeev,Poaceae,tpl, ,
