Plot ID Number,6-Letter Code,Species Name,Alive dbh (cm),Dead dbh (cm),Native/Alien,,
HA-147,CRATAEGUS SP,Crataegus species,18.80,,-,,
HA-147,CRATAEGUS SP,Crataegus species,,16.0,-,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,10.16,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,11.94,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,15.75,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,16.51,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,18.29,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,19.05,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,20.57,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,27.43,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,34.80,,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,,13.0,Native,,
HA-147,FRAPES,Fraxinus pennsylvanica subintegerrima,,10.4,Native,,
HA-147,JUGNIG,Juglans nigra,31.75,,Native,,
HA-147,PRUSER,Prunus serotina,15.24,,Native,,
HA-147,PRUSER,Prunus serotina,19.30,,Native,,
HA-147,PRUSER,Prunus serotina,21.84,,Native,,
HA-147,QUEBIC,Quercus bicolor,13.72,,Native,,
HA-147,TILAME,Tilia americana,26.42,,Native,,
HA-147,ULMRUB,Ulmus rubra,,17.5,Native,,
HA-147,ULMRUB,Ulmus rubra,,11.2,Native,,
HB-125,ACENEG,Acer negundo,11.43,,Native,,
HB-125,ACENEG,Acer negundo,12.19,,Native,,
HB-125,ACENEG,Acer negundo,13.46,,Native,,
HB-125,ACENEG,Acer negundo,13.72,,Native,,
HB-125,ACENEG,Acer negundo,16.51,,Native,,
HB-125,ACENEG,Acer negundo,19.30,,Native,,
HB-125,ACENIG,Acer nigrum,21.84,,Native,,
HB-125,ACENIG,Acer nigrum,29.97,,Native,,
HB-125,FRAPES,Fraxinus pennsylvanica subintegerrima,10.67,,Native,,
HB-125,FRAPES,Fraxinus pennsylvanica subintegerrima,,13.0,Native,,
HB-126,FRAPES,Fraxinus pennsylvanica subintegerrima,19.56,,Native,,
HB-126,FRAPES,Fraxinus pennsylvanica subintegerrima,20.07,,Native,,
HB-126,FRAPES,Fraxinus pennsylvanica subintegerrima,23.62,,Native,,
HB-126,FRAPES,Fraxinus pennsylvanica subintegerrima,25.15,,Native,,
HB-129,MORALB,Morus alba,10.16,,Alien,,
HB-129,MORALB,Morus alba,17.78,,Alien,,
HB-129,MORALB,Morus alba,,11.4,Alien,,
HB-129,TILAME,Tilia americana,14.73,,Native,,
HB-129,TILAME,Tilia americana,20.83,,Native,,
HB-129,ULMRUB,Ulmus rubra,23.37,,Native,,
HB-129,ULMRUB,Ulmus rubra,32.00,,Native,,
HB-129,ULMRUB,Ulmus rubra,,27.7,Native,,
HB-129,ULMUS SP,Ulmus species,,31.8,-,,
HB-131,ACENEG,Acer negundo,14.48,,Native,,
HB-131,ACER SP,Acer species,,37.6,-,,
HB-131,PRUSER,Prunus serotina,12.70,,Native,,
HB-131,PRUSER,Prunus serotina,15.24,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,24.38,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,24.89,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,27.69,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,32.26,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,36.83,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,37.08,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,37.34,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,43.18,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,45.72,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,50.80,,Native,,
HB-131,QUEMAC,Quercus macrocarpa,53.09,,Native,,
HB-131,TILAME,Tilia americana,16.51,,Native,,
HB-131,ULMAME,Ulmus americana,12.95,,Native,,
HB-131,ULMAME,Ulmus americana,,13.2,Native,,
HB-131,ULMRUB,Ulmus rubra,11.68,,Native,,
HB-131,ULMRUB,Ulmus rubra,,10.2,Native,,
HB-131,ULMUS SP,Ulmus species,,16.3,-,,
HB-131,ULMUS SP,Ulmus species,,13.0,-,,
HB-136,ACENIG,Acer nigrum,23.37,,Native,,
HB-136,FRAAMA,Fraxinus americana,11.43,,Native,,
HB-136,FRAAMA,Fraxinus americana,14.48,,Native,,
HB-136,OSTVIR,Ostrya virginiana,20.83,,Native,,
HB-136,QUEMAC,Quercus macrocarpa,56.39,,Native,,
HB-136,TILAME,Tilia americana,10.67,,Native,,
HB-136,TILAME,Tilia americana,11.68,,Native,,
HB-136,TILAME,Tilia americana,14.22,,Native,,
HB-136,TILAME,Tilia americana,15.24,,Native,,
HB-136,TILAME,Tilia americana,15.49,,Native,,
HB-136,TILAME,Tilia americana,15.49,,Native,,
HB-136,TILAME,Tilia americana,17.02,,Native,,
HB-136,TILAME,Tilia americana,18.80,,Native,,
HB-136,TILAME,Tilia americana,23.11,,Native,,
HB-136,TILAME,Tilia americana,25.40,,Native,,
HB-136,TILAME,Tilia americana,27.18,,Native,,
HB-136,TILAME,Tilia americana,29.72,,Native,,
HB-136,UNIDENTIFIED SP,Unidentified species,,11.9,-,,
HB-136,UNIDENTIFIED SP,Unidentified species,,10.7,-,,
HB-136,UNIDENTIFIED SP,Unidentified species,,23.9,-,,
HB-138,FRAAMA,Fraxinus americana,24.13,,Native,,
HB-138,FRAAMA,Fraxinus americana,32.51,,Native,,
HB-138,JUGNIG,Juglans nigra,30.73,,Native,,
HB-138,OSTVIR,Ostrya virginiana,11.68,,Native,,
HB-138,QUEALB,Quercus alba,16.00,,Native,,
HB-138,QUEPAU,Quercus palustris,19.81,,Native,,
HB-138,RHACAT,Rhamnus cathartica,10.41,,Alien,,
HB-138,RHACAT,Rhamnus cathartica,11.43,,Alien,,
HB-138,RHACAT,Rhamnus cathartica,12.19,,Alien,,
HB-138,TILAME,Tilia americana,12.70,,Native,,
HB-138,TILAME,Tilia americana,14.48,,Native,,
HB-138,TILAME,Tilia americana,15.24,,Native,,
HB-138,TILAME,Tilia americana,17.78,,Native,,
HB-138,TILAME,Tilia americana,20.32,,Native,,
HB-138,TILAME,Tilia americana,20.57,,Native,,
HB-138,TILAME,Tilia americana,22.61,,Native,,
HB-138,TILAME,Tilia americana,27.43,,Native,,
HB-138,ULMAME,Ulmus americana,10.41,,Native,,
HB-138,ULMAME,Ulmus americana,10.41,,Native,,
HB-138,ULMAME,Ulmus americana,10.41,,Native,,
HB-138,ULMAME,Ulmus americana,12.19,,Native,,
HB-138,ULMAME,Ulmus americana,14.22,,Native,,
HB-138,ULMAME,Ulmus americana,19.05,,Native,,
HB-138,ULMAME,Ulmus americana,21.59,,Native,,
HB-138,ULMAME,Ulmus americana,,10.4,Native,,
HB-138,ULMAME,Ulmus americana,,14.0,Native,,
HB-138,ULMAME,Ulmus americana,,31.5,Native,,
HB-138,ULMAME,Ulmus americana,,22.1,Native,,
HB-138,ULMAME,Ulmus americana,,30.5,Native,,
HB-138,ULMAME,Ulmus americana,,21.6,Native,,
HB-141,PRUSER,Prunus serotina,17.78,,Native,,
HB-141,PRUSER,Prunus serotina,20.83,,Native,,
HB-141,PRUSER,Prunus serotina,48.77,,Native,,
HB-141,PRUSER,Prunus serotina,61.47,,Native,,
HB-141,TILAME,Tilia americana,11.43,,Native,,
HB-141,TILAME,Tilia americana,12.70,,Native,,
HB-141,TILAME,Tilia americana,13.46,,Native,,
HB-141,TILAME,Tilia americana,14.48,,Native,,
HB-141,TILAME,Tilia americana,14.48,,Native,,
HB-141,TILAME,Tilia americana,14.73,,Native,,
HB-141,TILAME,Tilia americana,15.49,,Native,,
HB-141,TILAME,Tilia americana,16.00,,Native,,
HB-141,TILAME,Tilia americana,16.51,,Native,,
HB-141,TILAME,Tilia americana,16.76,,Native,,
HB-141,TILAME,Tilia americana,18.03,,Native,,
HB-141,TILAME,Tilia americana,25.91,,Native,,
HB-141,TILAME,Tilia americana,26.16,,Native,,
HB-141,TILAME,Tilia americana,27.43,,Native,,
HB-141,TILAME,Tilia americana,27.94,,Native,,
HB-141,TILAME,Tilia americana,28.96,,Native,,
HB-141,TILAME,Tilia americana,33.53,,Native,,
HB-141,ULMAME,Ulmus americana,12.70,,Native,,
HB-141,ULMAME,Ulmus americana,24.89,,Native,,
HB-141,ULMRUB,Ulmus rubra,22.35,,Native,,
HB-143,PRUSER,Prunus serotina,51.56,,Native,,
HB-143,QUERUB,Quercus rubra,49.53,,Native,,
HB-143,QUERUB,Quercus rubra,,51.1,Native,,
HB-143,QUERUB,Quercus rubra,,31.2,Native,,
HB-143,QUERUB,Quercus rubra,,57.7,Native,,
HB-143,TILAME,Tilia americana,12.95,,Native,,
HB-143,TILAME,Tilia americana,13.72,,Native,,
HB-143,TILAME,Tilia americana,17.78,,Native,,
HB-143,TILAME,Tilia americana,19.56,,Native,,
HB-143,TILAME,Tilia americana,21.84,,Native,,
HB-143,TILAME,Tilia americana,22.10,,Native,,
HB-143,TILAME,Tilia americana,30.73,,Native,,
HB-143,TILAME,Tilia americana,,10.9,Native,,
HB-143,ULMAME,Ulmus americana,,15.7,Native,,
HB-143,ULMRUB,Ulmus rubra,16.00,,Native,,
HB-143,ULMRUB,Ulmus rubra,26.16,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,12.45,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,14.73,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,19.30,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,21.84,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,27.94,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,28.96,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,32.77,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,36.07,,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,,19.1,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,,12.7,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,,25.1,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,,14.0,Native,,
HB-146,FRAPES,Fraxinus pennsylvanica subintegerrima,,14.0,Native,,
HB-146,PRUSER,Prunus serotina,19.81,,Native,,
HB-146,QUERUB,Quercus rubra,16.51,,Native,,
HB-146,RHACAT,Rhamnus cathartica,11.68,,Alien,,
HB-146,TILAME,Tilia americana,14.99,,Native,,
HB-146,ULMAME,Ulmus americana,10.67,,Native,,
HB-146,ULMAME,Ulmus americana,10.92,,Native,,
HB-146,ULMAME,Ulmus americana,,10.9,Native,,
HB-146,ULMAME,Ulmus americana,,13.2,Native,,
HC-126,ACENEG,Acer negundo,10.41,,Native,,
HC-126,ACENEG,Acer negundo,10.41,,Native,,
HC-126,ACENEG,Acer negundo,,13.7,Native,,
HC-126,ACENEG,Acer negundo,,11.2,Native,,
HC-126,ACEPLA,Acer platanoides,34.80,,Alien,,
HC-126,FRAAMA,Fraxinus americana,12.95,,Native,,
HC-126,FRAAMA,Fraxinus americana,22.10,,Native,,
HC-126,PRUSER,Prunus serotina,21.59,,Native,,
HC-130,FRAPES,Fraxinus pennsylvanica subintegerrima,20.32,,Native,,
HC-130,FRAXINUS SP,Fraxinus species,,10.4,-,,
HC-130,JUGNIG,Juglans nigra,32.00,,Native,,
HC-130,TILAME,Tilia americana,11.18,,Native,,
HC-130,TILAME,Tilia americana,13.97,,Native,,
HC-130,TILAME,Tilia americana,23.11,,Native,,
HC-130,TILAME,Tilia americana,28.70,,Native,,
HC-130,ULMRUB,Ulmus rubra,10.67,,Native,,
HC-130,ULMRUB,Ulmus rubra,15.75,,Native,,
HC-130,ULMRUB,Ulmus rubra,22.10,,Native,,
HC-135,JUGNIG,Juglans nigra,46.99,,Native,,
HC-135,QUEMAC,Quercus macrocarpa,33.53,,Native,,
HC-135,QUEMAC,Quercus macrocarpa,38.35,,Native,,
HC-135,QUEMAC,Quercus macrocarpa,56.13,,Native,,
HC-135,QUERUB,Quercus rubra,57.15,,Native,,
HC-135,TILAME,Tilia americana,10.67,,Native,,
HC-135,TILAME,Tilia americana,11.68,,Native,,
HC-135,TILAME,Tilia americana,13.21,,Native,,
HC-135,TILAME,Tilia americana,15.24,,Native,,
HC-135,TILAME,Tilia americana,17.27,,Native,,
HC-135,TILAME,Tilia americana,18.80,,Native,,
HC-135,TILAME,Tilia americana,19.05,,Native,,
HC-135,TILAME,Tilia americana,20.83,,Native,,
HC-135,ULMAME,Ulmus americana,10.16,,Native,,
HC-135,ULMAME,Ulmus americana,10.67,,Native,,
HC-135,ULMAME,Ulmus americana,14.99,,Native,,
HC-135,ULMAME,Ulmus americana,16.51,,Native,,
HC-135,ULMAME,Ulmus americana,16.51,,Native,,
HC-135,ULMAME,Ulmus americana,19.81,,Native,,
HC-135,ULMAME,Ulmus americana,,17.8,Native,,
HC-135,ULMRUB,Ulmus rubra,19.05,,Native,,
HC-135,ULMRUB,Ulmus rubra,20.07,,Native,,
HC-142,RHACAT,Rhamnus cathartica,14.99,,Alien,,
HC-142,TILAME,Tilia americana,10.67,,Native,,
HC-142,TILAME,Tilia americana,10.92,,Native,,
HC-142,TILAME,Tilia americana,10.92,,Native,,
HC-142,TILAME,Tilia americana,10.92,,Native,,
HC-142,TILAME,Tilia americana,11.18,,Native,,
HC-142,TILAME,Tilia americana,11.43,,Native,,
HC-142,TILAME,Tilia americana,11.68,,Native,,
HC-142,TILAME,Tilia americana,12.95,,Native,,
HC-142,TILAME,Tilia americana,13.46,,Native,,
HC-142,TILAME,Tilia americana,13.72,,Native,,
HC-142,TILAME,Tilia americana,13.97,,Native,,
HC-142,TILAME,Tilia americana,13.97,,Native,,
HC-142,TILAME,Tilia americana,14.73,,Native,,
HC-142,TILAME,Tilia americana,19.81,,Native,,
HC-142,TILAME,Tilia americana,24.89,,Native,,
HC-142,ULMRUB,Ulmus rubra,41.15,,Native,,
HC-142,ULMRUB,Ulmus rubra,41.66,,Native,,
HC-144,JUGNIG,Juglans nigra,32.51,,Native,,
HC-144,TILAME,Tilia americana,10.41,,Native,,
HC-144,TILAME,Tilia americana,17.27,,Native,,
HC-144,TILAME,Tilia americana,17.27,,Native,,
HC-144,TILAME,Tilia americana,21.08,,Native,,
HC-144,TILAME,Tilia americana,21.84,,Native,,
HC-144,TILAME,Tilia americana,22.35,,Native,,
HC-144,TILAME,Tilia americana,27.43,,Native,,
HC-144,TILAME,Tilia americana,27.94,,Native,,
HC-144,TILAME,Tilia americana,30.48,,Native,,
HC-144,TILAME,Tilia americana,31.24,,Native,,
HC-144,TILAME,Tilia americana,32.00,,Native,,
HC-144,ULMRUB,Ulmus rubra,16.00,,Native,,
HC-144,ULMUS SP,Ulmus species,,11.9,-,,
HD-134,CARYA SP,Carya species,41.66,,-,,
HD-134,OSTVIR,Ostrya virginiana,10.16,,Native,,
HD-134,OSTVIR,Ostrya virginiana,14.48,,Native,,
HD-134,OSTVIR,Ostrya virginiana,14.73,,Native,,
HD-134,OSTVIR,Ostrya virginiana,23.88,,Native,,
HD-134,OSTVIR,Ostrya virginiana,27.18,,Native,,
HD-134,QUEMAC,Quercus macrocarpa,48.01,,Native,,
HD-134,QUEMAC,Quercus macrocarpa,48.26,,Native,,
HD-134,QUEMAC,Quercus macrocarpa,68.33,,Native,,
HD-134,TILAME,Tilia americana,14.73,,Native,,
HD-134,TILAME,Tilia americana,20.32,,Native,,
HD-134,ULMAME,Ulmus americana,16.51,,Native,,
HD-135,ACENIG,Acer nigrum,16.76,,Native,,
HD-135,JUGNIG,Juglans nigra,49.28,,Native,,
HD-135,OSTVIR,Ostrya virginiana,15.75,,Native,,
HD-135,PRUSER,Prunus serotina,11.43,,Native,,
HD-135,PRUSER,Prunus serotina,12.70,,Native,,
HD-135,QUEMAC,Quercus macrocarpa,50.29,,Native,,
HD-135,QUERUB,Quercus rubra,46.23,,Native,,
HD-135,TILAME,Tilia americana,24.13,,Native,,
HD-135,TILAME,Tilia americana,32.26,,Native,,
HD-135,TILAME,Tilia americana,,33.0,Native,,
HD-135,TILAME,Tilia americana,,19.8,Native,,
HD-142,ACENEG,Acer negundo,12.95,,Native,,
HD-142,PRUSER,Prunus serotina,13.97,,Native,,
HD-142,PRUSER,Prunus serotina,30.48,,Native,,
HD-142,PRUSER,Prunus serotina,53.85,,Native,,
HD-142,QUEMAC,Quercus macrocarpa,21.59,,Native,,
HD-142,QUEMAC,Quercus macrocarpa,44.45,,Native,,
HD-142,QUEMAC,Quercus macrocarpa,80.01,,Native,,
HD-142,QUERUB,Quercus rubra,10.67,,Native,,
HD-142,QUERUB,Quercus rubra,15.75,,Native,,
HD-142,QUERUB,Quercus rubra,,51.3,Native,,
HD-142,TILAME,Tilia americana,12.19,,Native,,
HD-142,TILAME,Tilia americana,13.46,,Native,,
HD-142,ULMRUB,Ulmus rubra,13.21,,Native,,
HD-142,ULMRUB,Ulmus rubra,22.35,,Native,,
HD-142,ULMRUB,Ulmus rubra,,19.8,Native,,
HD-142,ULMUS SP,Ulmus species,,16.8,-,,
HD-142,ULMUS SP,Ulmus species,,11.7,-,,
HD-142,ULMUS SP,Ulmus species,,13.7,-,,
HD-143,ACER SP,rttf,15.24,,-,,
HD-143,PRUSER,Prunus serotina,17.53,,Native,,
HD-143,PRUSER,Prunus serotina,22.10,,Native,,
HD-143,QUERUB,Quercus rubra,35.81,,Native,,
HD-143,QUERUB,Quercus rubra,64.52,,Native,,
HD-143,TILAME,Tilia americana,17.02,,Native,,
HD-143,TILAME,Tilia americana,17.27,,Native,,
HD-143,TILAME,Tilia americana,20.07,,Native,,
HD-143,TILAME,Tilia americana,21.84,,Native,,
HD-143,TILAME,Tilia americana,21.84,,Native,,
HD-143,TILAME,Tilia americana,23.62,,Native,,
HD-143,TILAME,Tilia americana,24.89,,Native,,
HD-143,TILAME,Tilia americana,25.40,,Native,,
HD-143,TILAME,Tilia americana,26.42,,Native,,
HD-143,TILAME,Tilia americana,32.00,,Native,,
HD-143,TILAME,Tilia americana,39.37,,Native,,
HD-143,ULMRUB,Ulmus rubra,10.67,,Native,,
HD-146,FRAPES,Fraxinus pennsylvanica subintegerrima,11.18,,Native,,
HD-146,FRAPES,Fraxinus pennsylvanica subintegerrima,13.21,,Native,,
HD-146,FRAPES,Fraxinus pennsylvanica subintegerrima,30.99,,Native,,
HD-146,PRUSER,Prunus serotina,10.16,,Native,,
HD-146,PRUSER,Prunus serotina,13.46,,Native,,
HD-146,QUEMAC,Quercus macrocarpa,75.69,,Native,,
HD-146,QUEMAC,Quercus macrocarpa,85.09,,Native,,
HD-146,QUERUB,Quercus rubra,,59.4,Native,,
HD-146,TILAME,Tilia americana,11.68,,Native,,
HD-146,TILAME,Tilia americana,12.70,,Native,,
HD-146,TILAME,Tilia americana,14.48,,Native,,
HD-146,TILAME,Tilia americana,17.27,,Native,,
HD-146,TILAME,Tilia americana,19.30,,Native,,
HD-146,TILAME,Tilia americana,21.08,,Native,,
HD-146,ULMAME,Ulmus americana,14.73,,Native,,
HD-147,FRAPES,Fraxinus pennsylvanica subintegerrima,15.75,,Native,,
HD-147,PRUSER,Prunus serotina,12.19,,Native,,
HD-147,QUERUB,Quercus rubra,79.25,,Native,,
HD-147,TILAME,Tilia americana,10.67,,Native,,
HD-147,TILAME,Tilia americana,12.19,,Native,,
HD-147,TILAME,Tilia americana,13.72,,Native,,
HD-147,ULMRUB,Ulmus rubra,,22.9,Native,,
HD-147,ULMUS SP,Ulmus species,,15.7,-,,
HE-136,JUGNIG,Juglans nigra,17.53,,Native,,
HE-136,OSTVIR,Ostrya virginiana,12.70,,Native,,
HE-136,ULMRUB,Ulmus rubra,15.49,,Native,,
HE-136,ULMRUB,Ulmus rubra,23.37,,Native,,
HH-100,CRATAEGUS SP,Crataegus species,11.18,,-,,
HH-100,CRATAEGUS SP,Crataegus species,12.95,,-,,
HH-100,FRAAMA,Fraxinus americana ,17.78,,Native,,
HH-100,FRAAMA,Fraxinus americana ,33.78,,Native,,
HH-100,QUERUB,Quercus rubra ,18.54,,Native,,
HH-100,QUERUB,Quercus rubra ,23.11,,Native,,
HH-100,QUERUB,Quercus rubra ,35.31,,Native,,
HH-100,QUERUB,Quercus rubra ,,10.4,Native,,
HH-103,FRAAMA,Fraxinus americana ,13.21,,Native,,
HH-103,PRUSER,Prunus serotina ,12.45,,Native,,
HH-103,QUEALB,Quercus alba ,75.95,,Native,,
HH-103,QUEMAC,Quercus macrocarpa ,62.23,,Native,,
HH-103,ULMAME,Ulmus americana ,12.70,,Native,,
HH-103,ULMAME,Ulmus americana ,36.83,,Native,,
HH-105,??,??,,,,,
HH-110,FRAAMA,Fraxinus americana ,11.18,,Native,,
HH-110,FRAAMA,Fraxinus americana ,12.70,,Native,,
HH-110,QUEALB,Quercus alba ,44.20,,Native,,
HH-110,QUEALB,Quercus alba ,46.48,,Native,,
HH-110,QUEALB,Quercus alba ,82.55,,Native,,
HH-110,QUERUB,Quercus rubra ,36.83,,Native,,
HH-110,ULMAME,Ulmus americana ,11.43,,Native,,
GG-113,FRAAMA,Fraxinus americana ,23.37,,Native,,
GG-113,FRAAMA,Fraxinus americana ,,13.5,Native,,
GG-113,FRAAMA,Fraxinus americana ,,29.2,Native,,
GG-113,FRAAMA,Fraxinus americana ,,13.7,Native,,
GG-113,FRAAMA,Fraxinus americana ,,19.8,Native,,
GG-113,FRAAMA,Fraxinus americana ,,15.5,Native,,
GG-113,PRUSER,Prunus serotina ,14.73,,Native,,
GG-113,PRUSER,Prunus serotina ,15.49,,Native,,
GG-113,PRUSER,Prunus serotina ,16.76,,Native,,
GG-113,PRUSER,Prunus serotina ,18.03,,Native,,
GG-113,QUEALB,Quercus alba ,57.15,,Native,,
HH-115,FRAAMA,Fraxinus americana,11.18,,Native,,
HH-115,OSTVIR,Ostrya virginiana,11.43,,Native,,
HH-115,PRUSER,Prunus serotina,10.67,,Native,,
HH-115,PRUSER,Prunus serotina,11.18,,Native,,
HH-115,PRUSER,Prunus serotina,11.68,,Native,,
HH-115,PRUSER,Prunus serotina,11.94,,Native,,
HH-115,PRUSER,Prunus serotina,12.19,,Native,,
HH-115,PRUSER,Prunus serotina,12.19,,Native,,
HH-115,PRUSER,Prunus serotina,12.45,,Native,,
HH-115,PRUSER,Prunus serotina,14.22,,Native,,
HH-115,PRUSER,Prunus serotina,14.48,,Native,,
HH-115,PRUSER,Prunus serotina,14.99,,Native,,
HH-115,PRUSER,Prunus serotina,17.78,,Native,,
HH-115,QUEALB,Quercus alba,42.16,,Native,,
HH-115,QUEALB,Quercus alba,45.72,,Native,,
HH-115,QUEALB,Quercus alba,52.32,,Native,,
HH-115,QUEALB,Quercus alba,52.83,,Native,,
HH-115,QUEALB,Quercus alba,61.98,,Native,,
HH-115,ULMRUB,Ulmus rubra,13.46,,Native,,
HH-116,PRUSER,Prunus serotina,12.95,,Native,,
HH-116,PRUSER,Prunus serotina,15.24,,Native,,
HH-116,QUEALB,Quercus alba,56.39,,Native,,
HH-116,QUEALB,Quercus alba,60.45,,Native,,
HH-116,QUEALB,Quercus alba,67.82,,Native,,
HH-116,QUEALB,Quercus alba,97.28,,Native,,
HH-116,ULMAME,Ulmus americana,10.67,,Native,,
HH-116,ULMAME,Ulmus americana,27.18,,Native,,
HH-126,PRUSER,Prunus serotina,16.00,,Native,,
HH-126,PRUSER,Prunus serotina,16.51,,Native,,
HH-126,PRUVIR,Prunus virginiana,12.70,,Native,,
HH-126,QUEPAU,Quercus palustris,60.96,,Native,,
HH-126,ULMAME,Ulmus americana,21.84,,Native,,
HH-130 ,NONE,NONE,-,-,-,,
HH-139,TILAME,Tilia americana,10.16,,Native,,
HH-139,TILAME,Tilia americana,10.67,,Native,,
HH-139,TILAME,Tilia americana,12.95,,Native,,
HH-139,TILAME,Tilia americana,23.37,,Native,,
HH-139,TILAME,Tilia americana,37.59,,Native,,
HH-139,ULMRUB,Ulmus rubra,12.70,,Native,,
HH-139,ULMRUB,Ulmus rubra,19.30,,Native,,
HH-139,ULMRUB,Ulmus rubra,19.30,,Native,,
HH-139,ULMRUB,Ulmus rubra,26.67,,Native,,
HH-139,ULMUS SP,Ulmus species,9.91,,-,,
HH-147,FRAPES,Fraxinus pennsylvanica subintegerrima,9.91,,Native,,
HH-147,FRAPES,Fraxinus pennsylvanica subintegerrima,10.92,,Native,,
HH-147,FRAPES,Fraxinus pennsylvanica subintegerrima,11.43,,Native,,
HH-147,FRAPES,Fraxinus pennsylvanica subintegerrima,11.94,,Native,,
HH-147,FRAPES,Fraxinus pennsylvanica subintegerrima,12.70,,Native,,
HH-147,FRAPES,Fraxinus pennsylvanica subintegerrima,16.76,,Native,,
HH-147,JUGNIG,Juglans nigra,69.85,,Native,,
HH-147,QUEMAC,Quercus macrocarpa,111.76,,Native,,
HH-79,ACENIG,Acer nigrum,12.19,,Native,,
HH-79,ACENIG,Acer nigrum,12.70,,Native,,
HH-79,ACENIG,Acer nigrum,21.08,,Native,,
HH-79,JUGNIG,Juglans nigra,60.20,,Native,,
HH-79,QUERUB,Quercus rubra,96.52,,Native,,
HH-79,TILAME,Tilia americana,49.02,,Native,,
HH-79,ULMAME,Ulmus americana,,9.9,Native,,
HH-79,ULMAME,Ulmus americana,,14.5,Native,,
HH-79,ULMAME,Ulmus americana,,14.0,Native,,
HH-79,ULMAME,Ulmus americana,,18.5,Native,,
HH-85,PINRES,Pinus resinosa,29.72,,Native,,
HH-85,PINRES,Pinus resinosa,36.83,,Native,,
HH-85,PINRES,Pinus resinosa,44.70,,Native,,
HH-85,PINRES,Pinus resinosa,,25.9,Native,,
HH-85,PINRES,Pinus resinosa,,41.1,Native,,
HH-85,QUERUB,Quercus rubra,11.18,,Native,,
HH-85,TILAME,Tilia americana,34.54,,Native,,
HH-87,ACENIG,Acer nigrum,10.41,,Native,,
HH-87,CLALUT,Cladrastis lutea,49.78,,Alien,,
HH-87,CLALUT,Cladrastis lutea,70.61,,Alien,,
HH-87,ULMAME,Ulmus americana,67.31,,Native,,
HH-90,OSTVIR,Ostrya virginiana,11.68,,Native,,
HH-90,OSTVIR,Ostrya virginiana,12.45,,Native,,
HH-90,OSTVIR,Ostrya virginiana,13.97,,Native,,
HH-90,PRUSER,Prunus serotina ,15.49,,Native,,
HH-90,QUEALB,Quercus alba ,56.64,,Native,,
HH-90,QUEALB,Quercus alba ,77.98,,Native,,
HH-90,QUERUB,Quercus rubra ,101.85,,Native,,
HH-93,ACENIG,Acer nigrum,10.92,,Native,,
HH-93,ACENIG,Acer nigrum,16.00,,Native,,
HH-93,ACENIG,Acer nigrum,26.67,,Native,,
HH-93,QUEALB,Quercus alba ,14.99,,Native,,
HH-93,QUEALB,Quercus alba ,59.94,,Native,,
HH-93,QUEALB,Quercus alba ,62.23,,Native,,
HH-93,TILAME,Tilia americana ,17.27,,Native,,
HH-93,UNIDENTIFIED SP,Unidentified species,,23.4,-,,
HH-93,UNIDENTIFIED SP,Unidentified species,,19.3,-,,
HH-96,CRATAEGUS SP,Crataegus species,10.92,,-,,
HH-96,CRATAEGUS SP,Crataegus species,10.92,,-,,
HH-96,CRATAEGUS SP,Crataegus species,12.19,,-,,
HH-96,OSTVIR,Ostrya virginiana,10.92,,Native,,
HH-96,TILAME,Tilia americana,25.65,,Native,,
HH-96,UNIDENTIFIED SP,Unidentified species,,28.4,-,,
I-107,ACENIG,Acer nigrum,10.67,,Native,,
