plot,code,species,cover,freq,native,physiognomy,habit
CC-96,ALLPET,Alliaria petiolata ,2,1,Alien,Forb,Forb
CC-96,CIRLUC,Circaea lutetiana canadensis ,4,1,Native,Forb,Forb
CC-96,FRAPES,Fraxinus pennsylvanica subintegerrima ,2,1,Native,Tree,Woody
CC-96,OSTVIR,Ostrya virginiana ,8,1,Native,Tree,Woody
CC-96,PARQUI,Parthenocissus quinquefolia ,4,1,Native,Woody vine,Woody
CC-96,QUEALB,Quercus alba ,1,1,Native,Tree,Woody
CC-96,QUERUB,Quercus rubra ,1,1,Native,Tree,Woody
CC-99,ACENIG,Acer nigrum,2,1,Native,Tree,Woody
CC-99,ARITRI,Arisaema triphyllum ,2,1,Native,Forb,Forb
CC-99,CORRAC,Cornus racemosa ,2,1,Native,Shrub,Woody
CC-99,PARQUI,Parthenocissus quinquefolia ,5,1,Native,Woody vine,Woody
CC-99,PRUVIR,Prunus virginiana ,25,1,Native,Shrub,Woody
CC-99,TILAME,Tilia americana ,10,1,Native,Tree,Woody
D-113,CIRARV,Cirsium arvense,25,1,Alien,Forb,Forb
D-113,CONSEP,Convolvulus sepium,4,1,Native,Forb,Forb
D-113,MENCAN,Menispermum canadense,15,1,Native,Woody Vine,Woody
D-113,PARQUI,Parthenocissus quinquefolia,8,1,Native,Woody vine,Woody
D-113,POAPRA,Poa pratensis,100,1,Alien,Grass,Graminoid
D-113,ROSMUL,Rosa multiflora,20,1,Alien,Shrub,Woody
D-117,ALLPET,Alliaria petiolata,30,1,Alien,Forb,Forb
D-117,ARITRI,Arisaema triphyllum,1,1,Native,Forb,Forb
D-117,MENCAN,Menispermum canadense,3,1,Native,Woody Vine,Woody
D-117,PARQUI,Parthenocissus quinquefolia,20,1,Native,Woody vine,Woody
D-117,RHURAD,Rhus radicans,1,1,Native,Woody vine,Woody
D-117,SMIRAC,Smilacina racemosa,15,1,Native,Forb,Forb
D-123,ALLPET,Alliaria petiolata,10,1,Alien,Forb,Forb
D-123,CIRLUC,Circaea lutetiana canadensis,50,1,Native,Forb,Forb
D-123,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
D-123,IMPPAL,Impatiens pallida,2,1,Native,Forb,Forb
D-123,LONTAT,Lonicera tatarica,1,1,Alien,Shrub,Woody
D-123,VIOLA SP,Viola species,1,1,-,Forb,Forb
C-127,ALLCAN,Allium canadense,10,1,Native,Forb,Forb
C-127,CAMAME,Campanula americana,4,1,Native,Forb,Forb
C-127,CIRLUC,Circaea lutetiana canadensis,3,1,Native,Forb,Forb
C-127,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
C-127,HACVIR,Hackelia virginiana,12,1,Native,Forb,Forb
C-127,IMPPAL,Impatiens pallida,25,1,Native,Forb,Forb
C-127,POLGVI,Polygonum virginianum,5,1,Native,Forb,Forb
C-127,SMIRAC,Smilacina racemosa,2,1,Native,Forb,Forb
C-127,ULMAME,Ulmus americana,1,1,Native,Tree,Woody
D-134,ARITRI,Arisaema triphyllum,3,1,Native,Forb,Forb
D-134,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
D-134,FRAAMA,Fraxinus americana,5,1,Native,Tree,Woody
D-134,LONMAA,Lonicera maackii ,4,1,Alien,Shrub,Woody
D-134,PARQUI,Parthenocissus quinquefolia,12,1,Native,Woody vine,Woody
D-134,PRUVIR,Prunus virginiana,15,1,Native,Shrub,Woody
D-134,RHACAT,Rhamnus cathartica,4,1,Alien,Understory tree,Woody
DD-100,ACEPLA,Acer platanoides,8,1,Alien,Tree,Woody
DD-100,ARITRI,Arisaema triphyllum,3,1,Native,Forb,Forb
DD-100,CIRLUC,Circaea lutetiana canadensis ,2,1,Native,Forb,Forb
DD-100,CRATAEGUS SP,Crataegus species,2,1,-,Tree,Woody
DD-100,FRAPES,Fraxinus pennsylvanica subintegerrima ,2,1,Native,Tree,Woody
DD-100,QUEALB,Quercus alba ,2,1,Native,Tree,Woody
DD-100,RUBIDS,Rubus idaeus strigosus,1,1,Native,Shrub,Woody
DD-100,TAROFF,Taraxacum officinale,1,1,Alien,Forb,Forb
EE-111,CELSCA,Celastrus scandens ,4,1,Native,Woody vine,Woody
EE-111,PARQUI,Parthenocissus quinquefolia ,2,1,Native,Woody vine,Woody
EE-111,QUEALB,Quercus alba ,1,1,Native,Tree,Woody
CC-110,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
CC-110,ASTER SP,Aster species,2,1,-,Forb,Forb
CC-110,ASTLAT,Aster lateriflorus,5,1,Native,Forb,Forb
CC-110,CIRLUC,Circaea lutetiana canadensis,5,1,Native,Forb,Forb
CC-110,CORRAC,Cornus racemosa,5,1,Native,Shrub,Woody
CC-110,EUPRUG,Eupatorium rugosum,3,1,Native,Forb,Forb
CC-110,FRAVIR,Fragaria virginiana,3,1,Native,Forb,Forb
CC-110,GALIUM SP,Galium species,2,1,-,Forb,Forb
CC-110,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
CC-110,QUERUB,Quercus rubra,2,1,Native,Tree,Woody
CC-110,SMIRAC,Smilacina racemosa,4,1,Native,Forb,Forb
CC-110,SOLULM,Solidago ulmifolia,25,1,Native,Forb,Forb
DD-112,FRAPES,Fraxinus pennsylvanica subintegerrima ,5,1,Native,Tree,Woody
DD-114,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
DD-114,PARQUI,Parthenocissus quinquefolia,4,1,Native,Woody vine,Woody
DD-115,PODPEL,Podophyllum peltatum,3,1,Native,Forb,Forb
DD-115,VIBURNUM SP,Viburnum species,2,1,-,Shrub,Woody
DD-130,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
DD-130,GEUCAN,Geum canadense,5,1,Native,Forb,Forb
DD-130,GLEHED,Glechoma hederacea,5,1,Alien,Forb,Forb
DD-130,PILPUM,Pilea pumila,80,1,Native,Forb,Forb
DD-130,POAPRA,Poa pratensis,5,1,Alien,Grass,Graminoid
DD-130,SOLIDAGO SP,Solidago species,2,1,-,Forb,Forb
DD-130,UNIDENTIFIED SP,Unidentified species,2,1,-,-,-
DD-130,VIOLA SP,Viola species,1,1,-,Forb,Forb
DD-145,ALLPET,Alliaria petiolata ,1,1,Alien,Forb,Forb
DD-148,ALLPET,Alliaria petiolata ,2,1,Alien,Forb,Forb
DD-148,LONMAA,Lonicera maackii ,2,1,Alien,Shrub,Woody
DD-148,PARQUI,Parthenocissus quinquefolia,1,1,Native,Woody vine,Woody
DD-148,RHACAT,Rhamnus cathartica,1,1,Alien,Understory tree,Woody
DD-78,ACENIG,Acer nigrum,5,1,Native,Tree,Woody
DD-78,ALLPET,Alliaria petiolata ,10,1,Alien,Forb,Forb
DD-78,CIRLUC,Circaea lutetiana canadensis ,10,1,Native,Forb,Forb
DD-78,EUOALA,Euonymus alatus ,5,1,Alien,Shrub,Woody
DD-78,EUPRUG,Eupatorium rugosum ,2,1,Native,Forb,Forb
DD-78,LONMAA,Lonicera maackii ,5,1,Alien,Shrub,Woody
DD-78,PARQUI,Parthenocissus quinquefolia ,15,1,Native,Woody vine,Woody
DD-78,PRUSER,Prunus serotina ,10,1,Native,Tree,Woody
DD-78,SMIRAC,Smilacina racemosa ,5,1,Native,Forb,Forb
DD-78,ULMAME,Ulmus americana ,5,1,Native,Tree,Woody
DD-83,ARITRI,Arisaema triphyllum ,1,1,Native,Forb,Forb
DD-86,ACENIG,Acer nigrum,2,1,Native,Tree,Woody
DD-86,ALLPET,Alliaria petiolata ,5,1,Alien,Forb,Forb
DD-86,CIRLUC,Circaea lutetiana canadensis ,3,1,Native,Forb,Forb
DD-86,PARQUI,Parthenocissus quinquefolia ,5,1,Native,Woody vine,Woody
DD-90,ACEPLA,Acer platanoides ,8,1,Alien,Tree,Woody
DD-90,ARITRI,Arisaema triphyllum ,4,1,Native,Forb,Forb
DD-90,ARITRI,Arisaema triphyllum  ,3,1,Native,Forb,Forb
DD-90,CIRLUC,Circaea lutetiana canadensis ,2,1,Native,Forb,Forb
DD-90,CRATAEGUS SP,Crataegus species,2,1,-,Tree,Woody
DD-90,FRAPES,Fraxinus pennsylvanica subintegerrima ,2,1,Native,Tree,Woody
DD-90,GERMAC,Geranium maculatum ,2,1,Native,Forb,Forb
DD-90,PARQUI,Parthenocissus quinquefolia ,3,1,Native,Woody vine,Woody
DD-90,PRUVIR,Prunus virginiana ,4,1,Native,Shrub,Woody
DD-90,QUEALB,Quercus alba ,2,1,Native,Tree,Woody
DD-90,QUEALB,Quercus alba ,2,1,Native,Tree,Woody
DD-90,RUBIDS,Rubus idaeus strigosus,1,1,Native,Shrub,Woody
DD-90,SMIRAC,Smilacina racemosa ,3,1,Native,Forb,Forb
DD-90,TAROFF,Taraxacum officinale ,1,1,Alien,Forb,Forb
E-109,FRAAMA,Fraxinus americana,6,1,Native,Tree,Woody
E-109,PRUVIR,Prunus virginiana,6,1,Native,Shrub,Woody
E-110,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
E-110,LONMAA,Lonicera maackii,10,1,Alien,Shrub,Woody
E-110,PARQUI,Parthenocissus quinquefolia,8,1,Native,Woody vine,Woody
E-110,RHACAT,Rhamnus cathartica,6,1,Alien,Understory tree,Woody
E-110,UNIDENTIFIED SEEDLING,Unidentified seedling,1,1,-,-,-
E-111,CIRARV,Cirsium arvense,40,1,Alien,Forb,Forb
E-111,POAPRA,Poa pratensis,100,1,Alien,Grass,Graminoid
E-111,RHACAT,Rhamnus cathartica,4,1,Alien,Understory tree,Woody
E-111,RHURAD,Rhus radicans,20,1,Native,Woody vine,Woody
D-125,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
D-125,CIRLUC,Circaea lutetiana canadensis,1,1,Native,Forb,Forb
D-125,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
D-125,HACVIR,Hackelia virginiana,8,1,Native,Forb,Forb
D-125,RHURAD,Rhus radicans,1,1,Native,Woody vine,Woody
D-125,SMIRAC,Smilacina racemosa,8,1,Native,Forb,Forb
EE-108,ARELAT,Arenaria lateriflora,5,1,Native,Forb,Forb
EE-108,ASTER SP,Aster species,20,1,-,Forb,Forb
EE-108,ASTSAD,Aster sagittifolius drummondii ,3,1,Native,Forb,Forb
EE-108,CIRLUC,Circaea lutetiana canadensis,3,1,Native,Forb,Forb
EE-108,CXPENS,Carex pensylvanica,5,1,Native,Sedge,Graminoid
EE-108,FRAXINUS SP,Fraxinus species,1,1,-,Tree,Woody
EE-108,GALIUM SP,Galium species,25,1,-,Forb,Forb
EE-108,GEUCAN,Geum canadense,4,1,Native,Forb,Forb
EE-108,PARQUI,Parthenocissus quinquefolia,3,1,Native,Woody vine,Woody
EE-108,POLPVI,Polypodium virginianum,2,1,Native,Cryptogam,Forb
EE-108,POTSIS,Potentilla simplex,15,1,Native,Forb,Forb
EE-108,SOLULM,Solidago ulmifolia,20,1,Native,Forb,Forb
EE-120,CIRLUC,Circaea lutetiana canadensis,4,1,Native,Forb,Forb
EE-120,PRUSER,Prunus serotina,15,1,Native,Tree,Woody
EE-120,RIBMIS,Ribes missouriense,40,1,Native,Shrub,Woody
EE-120,SMIRAC,Smilacina racemosa,4,1,Native,Forb,Forb
EE-126,ALLPET,Alliaria petiolata ,3,1,Alien,Forb,Forb
EE-126,CXSPAR,Carex sparganioides,4,1,Native ,Sedge,Graminoid
EE-126,LONMAA,Lonicera maackii ,25,1,Alien,Shrub,Woody
EE-126,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
EE-126,RHACAT,Rhamnus cathartica ,2,1,Alien,Understory tree,Woody
EE-126,SMIRAC,Smilacina racemosa,2,1,Native,Forb,Forb
EE-126,SOLDUL,Solanum dulcamara ,2,1,Alien,Woody vine,Woody
EE-126,VITRIP,Vitis riparia,3,1,Native,Woody vine,Woody
EE-128,PARQUI,Parthenocissus quinquefolia,45,1,Native,Woody vine,Woody
EE-128,RHACAT,Rhamnus cathartica ,1,1,Alien,Understory tree,Woody
EE-132,ANEMONE SP,Anemone species,7,1,-,Forb,Forb
EE-132,CONARV,Convolvulus arvensis,3,1,Alien,Forb,Forb
EE-132,POAPRA,Poa pratensis,70,1,Alien,Grass,Graminoid
EE-132,RIBES SP,Ribes species,4,1,-,Shrub,Woody
EE-132,ROSMUL,Rosa multiflora,5,1,Alien,Shrub,Woody
EE-132,VITRIP,Vitis riparia,50,1,Native,Woody vine,Woody
EE-134,LONMAA,Lonicera maackii ,70,1,Alien,Shrub,Woody
EE-134,PARQUI,Parthenocissus quinquefolia,1,1,Native,Woody vine,Woody
EE-140,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
EE-140,ULMAME,Ulmus americana,8,1,Native,Tree,Woody
EE-77,ALLPET,Alliaria petiolata ,20,1,Alien,Forb,Forb
EE-77,ARITRI,Arisaema triphyllum ,2,1,Native,Forb,Forb
EE-77,GEUCAN,Geum canadense ,2,1,Native,Forb,Forb
EE-77,IMPPAL,Impatiens pallida ,2,1,Native,Forb,Forb
EE-77,OSMCLI,Osmunda claytoniana ,2,1,Native,Cryptogam,Forb
EE-77,PARQUI,Parthenocissus quinquefolia ,50,1,Native,Woody vine,Woody
EE-77,SMIRAC,Smilacina racemosa ,25,1,Native,Forb,Forb
EE-78,ALLPET,Alliaria petiolata ,10,1,Alien,Forb,Forb
EE-78,ARITRI,Arisaema triphyllum ,4,1,Native,Forb,Forb
EE-78,EUOATR,Euonymus atropurpureus ,5,1,Native,Shrub,Woody
EE-78,GERMAC,Geranium maculatum ,2,1,Native,Forb,Forb
EE-78,LONMAA,Lonicera maackii ,30,1,Alien,Shrub,Woody
EE-78,OSMCLI,Osmunda claytoniana ,10,1,Native,Cryptogam,Forb
EE-78,PARQUI,Parthenocissus quinquefolia ,40,1,Native,Woody vine,Woody
EE-78,RANPEN,Ranunculus pensylvanicus ,5,1,Native,Forb,Forb
EE-78,RUBOCC,Rubus occidentalis ,10,1,Native,Shrub,Woody
EE-88,ARITRI,Arisaema triphyllum ,2,1,Native,Forb,Forb
EE-88,PARQUI,Parthenocissus quinquefolia ,1,1,Native,Woody vine,Woody
F-107,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
F-107,ASTLAT,Aster lateriflorus,2,1,Native,Forb,Forb
F-107,ASTSAD,Aster sagittifolius drummondii,1,1,Native,Forb,Forb
F-107,CAREX SP,Carex species,1,1,-,Sedge,Graminoid
F-107,CIRLUC,Circaea lutetiana canadensis,20,1,Native,Forb,Forb
F-107,CXHIRT,Carex hirtifolia,1,1,Native,Sedge,Graminoid
F-107,EUPRUG,Eupatorium rugosum,1,1,Native,Forb,Forb
F-107,FRAAMA,Fraxinus americana,15,1,Native,Tree,Woody
F-107,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
F-107,HELSTR,Helianthus strumosus,1,1,Native,Forb,Forb
F-107,IMPPAL,Impatiens pallida,2,1,Native,Forb,Forb
F-107,LONTAT,Lonicera tatarica,5,1,Alien,Shrub,Woody
F-107,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
F-107,RHACAT,Rhamnus cathartica,1,1,Alien,Understory tree,Woody
F-107,SMILAS,Smilax lasioneura,2,1,Native,Herbaceous vine,Forb
F-107,SOLFLE,Solidago flexicaulis,10,1,Native,Forb,Forb
F-107,ULMAME,Ulmus americana,1,1,Native,Tree,Woody
F-108,ALLPET,Alliaria petiolata,8,1,Alien,Forb,Forb
F-108,CIRLUC,Circaea lutetiana canadensis,4,1,Native,Forb,Forb
F-108,EUPRUG,Eupatorium rugosum,3,1,Native,Forb,Forb
F-108,LONMAA,Lonicera maackii,50,1,Alien,Shrub,Woody
F-108,RHACAT,Rhamnus cathartica,1,1,Alien,Understory tree,Woody
F-113,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
F-113,PARQUI,Parthenocissus quinquefolia,1,1,Native,Woody vine,Woody
F-113,PRUSER,Prunus serotina,3,1,Native,Tree,Woody
F-114,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
F-114,ARITRI,Arisaema triphyllum,4,1,Native,Forb,Forb
F-114,ASTLAT,Aster lateriflorus,2,1,Native,Forb,Forb
F-114,CAMAME,Campanula americana,3,1,Native,Forb,Forb
F-114,CIRLUC,Circaea lutetiana canadensis,3,1,Native,Forb,Forb
F-114,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
F-114,HELSTR,Helianthus strumosus,75,1,Native,Forb,Forb
F-114,MENCAN,Menispermum canadense,25,1,Native,Woody Vine,Woody
F-114,PARQUI,Parthenocissus quinquefolia,4,1,Native,Woody vine,Woody
F-114,RUBOCC,Rubus occidentalis,8,1,Native,Shrub,Woody
F-118,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
F-118,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
F-118,CIRLUC,Circaea lutetiana canadensis,12,1,Native,Forb,Forb
F-118,EUPRUG,Eupatorium rugosum,2,1,Native,Forb,Forb
F-118,FRAAMA,Fraxinus americana,1,1,Native,Tree,Woody
F-118,GEUCAN,Geum canadense,4,1,Native,Forb,Forb
F-118,HACVIR,Hackelia virginiana,6,1,Native,Forb,Forb
F-118,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
F-118,POLGVI,Polygonum virginianum,3,1,Native,Forb,Forb
F-122,CIRLUC,Circaea lutetiana canadensis,1,1,Native,Forb,Forb
F-122,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
F-122,HACVIR,Hackelia virginiana,4,1,Native,Forb,Forb
F-122,IMPPAL,Impatiens pallida,2,1,Native,Forb,Forb
F-122,POLGVI,Polygonum virginianum,2,1,Native,Forb,Forb
F-122,RUBOCC,Rubus occidentalis,40,1,Native,Shrub,Woody
F-122,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
F-129,ACENIG,Acer nigrum,2,1,Native,Tree,Woody
F-129,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
F-129,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
F-134,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
F-134,CIRLUC,Circaea lutetiana canadensis,6,1,Native,Forb,Forb
F-134,FRAPES,Fraxinus pennsylvanica subintegerrima,8,1,Native,Tree,Woody
F-134,PARQUI,Parthenocissus quinquefolia,26,1,Native,Woody vine,Woody
F-134,SMIRAC,Smilacina racemosa,6,1,Native,Forb,Forb
F-134,VIBOPU,Viburnum opulus ,40,1,Alien,Shrub,Woody
FF-112,ALLPET,Alliaria petiolata ,3,1,Alien,Forb,Forb
FF-112,CIRLUC,Circaea lutetiana canadensis ,2,1,Native,Forb,Forb
FF-112,HACVIR,Hackelia virginiana ,1,1,Native,Forb,Forb
FF-112,PARQUI,Parthenocissus quinquefolia ,40,1,Native,Woody vine,Woody
FF-112,PRUSER,Prunus serotina ,20,1,Native,Tree,Woody
FF-112,RHURAD,Rhus radicans ,5,1,Native,Woody vine,Woody
FF-114,ARITRI,Arisaema triphyllum,3,1,Native,Forb,Forb
FF-114,CAREX SP,Carex species,2,1,-,Sedge,Graminoid
FF-114,CIRLUC,Circaea lutetiana canadensis,1,1,Native,Forb,Forb
FF-114,PARQUI,Parthenocissus quinquefolia,12,1,Native,Woody vine,Woody
FF-114,ROSMUL,Rosa multiflora,20,1,Alien,Shrub,Woody
FF-117,ALLPET,Alliaria petiolata,5,1,Alien,Forb,Forb
FF-117,CIRLUC,Circaea lutetiana canadensis,10,1,Native,Forb,Forb
FF-117,DIOVIL,Dioscorea villosa,2,1,Native,Herbaceous Vine,Forb
FF-117,FRAAMA,Fraxinus americana,2,1,Native,Tree,Woody
FF-117,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
FF-117,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
FF-117,RANHIS,Ranunculus hispidus,2,1,Native,Forb,Forb
FF-123,ALLPET,Alliaria petiolata,5,1,Alien,Forb,Forb
FF-123,CIRLUC,Circaea lutetiana canadensis,5,1,Native,Forb,Forb
FF-123,IMPCAP,Impatiens capensis,2,1,Native,Forb,Forb
FF-123,POLGVI,Polygonum virginianum,2,1,Native,Forb,Forb
FF-123,RIBES SP,Ribes species,20,1,-,Shrub,Woody
FF-126,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
FF-126,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
FF-126,RHACAT,Rhamnus cathartica ,1,1,Alien,Understory tree,Woody
FF-127,LONMAA,Lonicera maackii ,5,1,Alien,Shrub,Woody
FF-127,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
FF-127,RHACAT,Rhamnus cathartica ,8,1,Alien,Understory tree,Woody
FF-132,ASCMEA,Asclepias meadii,1,1,Native,Forb,Forb
FF-132,ASTER SP,Aster species,1,1,-,Forb,Forb
FF-132,CONARV,Convolvulus arvensis,1,1,Alien,Forb,Forb
FF-132,DACGLO,Dactylis glomerata,10,1,Alien,Grass,Graminoid
FF-132,DAUCAR,Daucus carota,3,1,Alien,Forb,Forb
FF-132,MINT SP,Mint species,15,1,-,Forb,Forb
FF-132,PARQUI,Parthenocissus quinquefolia,8,1,Native,Woody vine,Woody
FF-132,POAPRA,Poa pratensis,20,1,Alien,Grass,Graminoid
FF-132,PRUAME,Prunus americana,4,1,Native,Tree,Woody
FF-132,PRUVIR,Prunus virginiana,1,1,Native,Shrub,Woody
FF-132,RHURAD,Rhus radicans,20,1,Native,Woody vine,Woody
FF-132,ROSMUL,Rosa multiflora,2,1,Alien,Shrub,Woody
FF-132,TRIPRA,Trifolium pratense,1,1,Alien,Forb,Forb
FF-138,ALLPET,Alliaria petiolata ,6,1,Alien,Forb,Forb
FF-138,LONMAA,Lonicera maackii ,8,1,Alien,Shrub,Woody
FF-138,PARQUI,Parthenocissus quinquefolia,3,1,Native,Woody vine,Woody
FF-146,LONMAA,Lonicera maackii ,5,1,Alien,Shrub,Woody
FF-146,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
FF-146,ROSMUL,Rosa multiflora,1,1,Alien,Shrub,Woody
FF-146,SMIRAC,Smilacina racemosa,2,1,Native,Forb,Forb
FF-91,ARITRI,Arisaema triphyllum ,2,1,Native,Forb,Forb
FF-91,LONTAT,Lonicera tatarica ,10,1,Alien,Shrub,Woody
FF-91,PARQUI,Parthenocissus quinquefolia ,3,1,Native,Woody vine,Woody
FF-91,RHACAT,Rhamnus cathartica  ,3,1,Alien,Understory tree,Woody
FF-91,SMIRAC,Smilacina racemosa ,5,1,Native,Forb,Forb
FF-91,VIBURNUM SP,Viburnum species,3,1,-,Shrub,Woody
FF-94,AGRREP,Agropyron repens,10,1,Alien,Grass,Graminoid
FF-94,AMBARE,Ambrosia artemisiifolia elatior,2,1,Native,Forb,Forb
FF-94,CHEALB,Chenopodium album,2,1,Alien,Forb,Forb
FF-94,DACGLO,Dactylis glomerata,25,1,Alien,Grass,Graminoid
FF-94,DAUCAR,Daucus carota,2,1,Alien,Forb,Forb
FF-94,FESELA,Festuca elatior,10,1,Alien,Grass,Graminoid
FF-94,OXASTR,Oxalis stricta,2,1,Native,Forb,Forb
FF-94,POAPRA,Poa pratensis,40,1,Alien,Grass,Graminoid
FF-94,RUMCRI,Rumex crispus,2,1,Alien,Forb,Forb
FF-94,TRIHYB,Trifolium hybridum,2,1,Alien,Forb,Forb
I-109,ALLPET,Alliaria petiolata,5,1,Alien,Forb,Forb
I-109,CAUTHA,Caulophyllum thalictroides,7,1,Native,Forb,Forb
I-109,GERMAC,Geranium maculatum,2,1,Native,Forb,Forb
I-109,HELIANTHUS SP,Helianthus species,55,1,Native,Forb,Forb
I-109,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
G-109,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
G-109,ARITRI,Arisaema triphyllum,1,1,Native,Forb,Forb
G-109,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
G-109,GEUCAN,Geum canadense,8,1,Native,Forb,Forb
G-109,HELDIV,Helianthus divaricatus,2,1,Native,Forb,Forb
G-109,PARQUI,Parthenocissus quinquefolia,15,1,Native,Woody vine,Woody
G-109,RHACAT,Rhamnus cathartica,20,1,Alien,Understory tree,Woody
G-109,SMIRAC,Smilacina racemosa,10,1,Native,Forb,Forb
F-112,AGRGRY,Agrimonia gryposepala,4,1,Native,Forb,Forb
F-112,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
F-112,ASTLAT,Aster lateriflorus,6,1,Native,Forb,Forb
F-112,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
F-112,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
F-112,LONMAA,Lonicera maackii,40,1,Alien,Shrub,Woody
F-112,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
F-112,POAPRA,Poa pratensis,2,1,Alien,Grass,Graminoid
F-112,POPGRA,Populus grandidentata,4,1,Native,Tree,Woody
F-119,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
F-119,ASTLAT,Aster lateriflorus,2,1,Native,Forb,Forb
F-119,CIRLUC,Circaea lutetiana canadensis,1,1,Native,Forb,Forb
F-119,PARQUI,Parthenocissus quinquefolia,10,1,Native,Woody vine,Woody
F-119,RHURAD,Rhus radicans,60,1,Native,Woody vine,Woody
F-119,SOLFLE,Solidago flexicaulis,1,1,Native,Forb,Forb
G-126,AGRGRY,Agrimonia gryposepala,10,1,Native,Forb,Forb
G-126,ALLPET,Alliaria petiolata,8,1,Alien,Forb,Forb
G-126,ASTLAT,Aster lateriflorus,6,1,Native,Forb,Forb
G-126,CXHIRT,Carex hirtifolia,25,1,Native,Sedge,Graminoid
G-126,GERMAC,Geranium maculatum,2,1,Native,Forb,Forb
G-132,ALLPET,Alliaria petiolata ,1,1,Alien,Forb,Forb
G-132,FRAPES,Fraxinus pennsylvanica subintegerrima,2,1,Native,Tree,Woody
G-132,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
G-137,LONMAA,Lonicera maackii ,4,1,Alien,Shrub,Woody
G-137,LONTAT,Lonicera tatarica,10,1,Alien,Shrub,Woody
G-137,RHACAT,Rhamnus cathartica,50,1,Alien,Understory tree,Woody
G-137,RHURAD,Rhus radicans,3,1,Native,Woody vine,Woody
GG-103,AGRREP,Agropyron repens ,2,1,Alien,Grass,Graminoid
GG-103,CIRARV,Cirsium arvense ,80,1,Alien,Forb,Forb
GG-103,PHLPRA,Phleum pratense ,5,1,Alien,Grass,Graminoid
GG-103,RHACAT,Rhamnus cathartica ,1,1,Alien,Understory tree,Woody
GG-103,ROSMUL,Rosa multiflora ,10,1,Alien,Shrub,Woody
HH-112,CELSCA,Celastrus scandens ,3,1,Native,Woody vine,Woody
HH-112,PARQUI,Parthenocissus quinquefolia ,2,1,Native,Woody vine,Woody
GG-121,ACENIG,Acer nigrum,20,1,Native,Tree,Woody
GG-121,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
GG-121,PARQUI,Parthenocissus quinquefolia,70,1,Native,Woody vine,Woody
GG-121,SMIRAC,Smilacina racemosa,1,1,Native,Forb,Forb
GG-122,ALLPET,Alliaria petiolata,5,1,Alien,Forb,Forb
GG-122,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
GG-127,LONMAA,Lonicera maackii ,15,1,Alien,Shrub,Woody
GG-127,PARQUI,Parthenocissus quinquefolia,5,1,Native,Woody vine,Woody
GG-127,RHACAT,Rhamnus cathartica ,1,1,Alien,Understory tree,Woody
GG-135,ALLPET,Alliaria petiolata,5,1,Alien,Forb,Forb
GG-135,CIRLUC,Circaea lutetiana canadensis,15,1,Native,Forb,Forb
GG-135,PARQUI,Parthenocissus quinquefolia,50,1,Native,Woody vine,Woody
