Date,Sampler,Plot ID Number,6-Letter Code,Species Name,% Cover,Cover Class (1-7),# of Woody Seedlings ,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,Y115,CIRLUC,Circaea lutetiana,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",Y128,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,Y96,CIRLUC,Circaea lutetiana,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",YY137,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,Z108,CIRLUC,Circaea lutetiana,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,WO,Z118,CIRLUC,Circaea lutetiana,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,WO,Z122,CIRLUC,Circaea lutetiana,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",Z132,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,WO,Z82,CIRLUC,Circaea lutetiana,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,Z92,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",ZZ134,CIRLUC,Circaea lutetiana,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",ZZ142,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,CB,N123,CIRLUC,Circaea lutetiana ,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,WO,A116,CIRLUC ,Circaea lutetiana,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,WO,AA118,CIRVUL,Cirsium vulgare,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",AY124,CIRVUL,Cirsium vulgare,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,AY130,CIRVUL,Cirsium vulgare,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",M137,CIRVUL,Cirsium vulgare,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",SS136,CLEVIR,Clematis virginiana,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",AY122,CLIVUL,Clinopodium vulgare,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,WO,AZ138,CLIVUL,Clinopodium vulgare,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,WO,B138,CLIVUL,Clinopodium vulgare,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/18,WO,BB141,CLIVUL,Clinopodium vulgare,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",FF132,CLIVUL,Clinopodium vulgare,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,HH130,CLIVUL,Clinopodium vulgare,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,VV109,CLIVUL,Clinopodium vulgare,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"DS, JLL",XX104,CLIVUL,Clinopodium vulgare,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",AA141,CONSEP,Convolvulus sepium,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,AX131,CONSEP,Convolvulus sepium,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,E110,CONSEP,Convolvulus sepium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",FF94,CONSEP,Convolvulus sepium,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,HH130,CONSEP,Convolvulus sepium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",I138,CONSEP,Convolvulus sepium,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,PP107,CONSEP,Convolvulus sepium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"DS, JLL",RR107,CONSEP,Convolvulus sepium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,SS104,CONSEP,Convolvulus sepium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,SS105,CONSEP,Convolvulus sepium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,UU117,CONSEP,Convolvulus sepium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",V136,CONSEP,Convolvulus sepium,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",W137,CONSEP,Convolvulus sepium,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",EE132,CONSEP,Convolvulus sepium ,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,P95,Cornus sp.,Cornus sp.,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,X76,Cornus sp.,Cornus sp.,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,Z92,Cornus sp.,Cornus sp.,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,WO,C105,COROBL,Cornus obliqua,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,CC109,CORRAC,Cornus racemosa,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,CC110,CORRAC,Cornus racemosa,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,"MP, WO",CC99,CORRAC,Cornus racemosa,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,DD103,CORRAC,Cornus racemosa,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HB131,CORRAC,Cornus racemosa,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HE136,CORRAC,Cornus racemosa,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,HH130,CORRAC,Cornus racemosa,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/18,WO,K115,CORRAC,Cornus racemosa,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/18,WO,N115,CORRAC,Cornus racemosa,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,N144,CORRAC,Cornus racemosa,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",OO103,CORRAC,Cornus racemosa,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,"MP, BS",PP102,CORRAC,Cornus racemosa,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,SS104,CORRAC,Cornus racemosa,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,SS105,CORRAC,Cornus racemosa,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/18,WO,K116,CORRAC,Cornus racemosa ,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/18,WO,MM108,CORTRP,Coreopsis tripteris ,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",AY122,Crataegus sp.,Crataegus sp.,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,S97,Crataegus sp.,Crataegus sp.,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,W95,Crataegus sp.,Crataegus sp.,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",HH85,CRYCAN,Cryptotaenia canadensis,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,"MP, WO",HH90,CRYCAN,Cryptotaenia canadensis,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",KK93,CRYCAN,Cryptotaenia canadensis,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",LL93,CRYCAN,Cryptotaenia canadensis,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,SML,OO95,CRYCAN,Cryptotaenia canadensis,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"PSD, SML",PP92,CRYCAN,Cryptotaenia canadensis,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,SML,PP96,CRYCAN,Cryptotaenia canadensis,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"PSD, SML",RR95,CRYCAN,Cryptotaenia canadensis,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,X78,CRYCAN,Cryptotaenia canadensis,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,WO,BB121,CXALBU,Carex albursina,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,JLL,Q110,CXALBU,Carex albursina,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,R116,CXALBU,Carex albursina,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,WO,A137,CXBLAN,Carex blanda,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,WO,AZ138,CXBLAN,Carex blanda,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,WO,D113,CXBLAN,Carex blanda,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,WO,D117,CXBLAN,Carex blanda,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/18,WO,D123,CXBLAN,Carex blanda,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,F112,CXBLAN,Carex blanda,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,F119,CXBLAN,Carex blanda,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/18,WO,F129,CXBLAN,Carex blanda,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,WO,FF126,CXBLAN,Carex blanda,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",FF91,CXBLAN,Carex blanda,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/18,WO,G137,CXBLAN,Carex blanda,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,HB126,CXBLAN,Carex blanda,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,CB,J121,CXBLAN,Carex blanda,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,"MP, WO",NN89,CXBLAN,Carex blanda,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,CB  ,OO101,CXBLAN,Carex blanda,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,"MP, BS",PP102,CXBLAN,Carex blanda,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,PP124,CXBLAN,Carex blanda,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,SS104,CXBLAN,Carex blanda,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,VV109,CXBLAN,Carex blanda,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,WO,Y90,CXBLAN,Carex blanda,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,V89,CXCEPP,Carex cephalophora,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,E111,CXCRIS ,Carex cristatella  ,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,H127,CXGRAN,Carex granularis,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,DD103,CXHIRT,Carex hirtifolia,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,F108,CXHIRT,Carex hirtifolia,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/18,WO,G126,CXHIRT,Carex hirtifolia,80,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"PSD, SML",HH100,CXHIRT,Carex hirtifolia,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,I117,CXHIRT,Carex hIrtifolia,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"SML, TML",II105,CXHIRT,Carex hirtifolia,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"PSD, SML",N128,CXHIRT,Carex hirtifolia,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",NN126,CXHIRT,Carex hirtifolia,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,CB  ,OO101,CXHIRT,Carex hirtifolia,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,PP135,CXHIRT,Carex hirtifolia,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,U95,CXHIRT,Carex hirtifolia,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,Y94,CXHIRT,Carex hirtifolia,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,A124,CXJAME,Carex jamesii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,A126,CXJAME,Carex jamesii,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,WO,BB121,CXJAME,Carex jamesii,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,CB,TT145,CXJAME,Carex jamesii,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,S92,CXLACU,Carex lacustris,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,X78,CXMUSK,Carex muskingumensis,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,AA117,CXPENS,Carex pensylvanica,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,"MP, WO",BB92,CXPENS,Carex pensylvanica,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,QQ131,CXPENS,Carex pensylvanica,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,CB,RR139,CXPENS,Carex pensylvanica,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,WO,Z82,CXPENS,Carex pensylvanica  ,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,F112,CXROSE,Carex rosea,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"SML, TML",HH112,CXROSE,Carex rosea,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,CB,P124,CXROSE,Carex rosea,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,QQ131,CXROSE,Carex rosea,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",HH85,CXTRIB,Carex tribuloides,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,WO,R83,CXTRIB,Carex tribuloides,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,"MP, WO",T70,CXTRIB,Carex tribuloides,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,Y80,CXTRIB,Carex tribuloides,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,E111,CXVULP,Carex vulpinoidea,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",NN114,CXWOOD,Carex woodii,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",M134,CXWOOD,Carex woodii ,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,Y112,CYSPRO,Cystopteris protrusa,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,AA114,DACGLO,Dactylis glomerata,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",AY124,DACGLO,Dactylis glomerata,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",BB107,DACGLO,Dactylis glomerata,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,SML,HH100,DACGLO,Dactylis glomerata,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,HH130,DACGLO,Dactylis glomerata,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,CB,I124,DACGLO,Dactylis glomerata,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,SML,MM102,DACGLO,Dactylis glomerata,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/18,WO,MM108,DACGLO,Dactylis glomerata,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",BB106,DANSPI,Danthonia spicata,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",AY124,DAUCAR,Daucus carota,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",BB107,DAUCAR,Daucus carota,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",CC106,DAUCAR,Daucus carota,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,DD103,DAUCAR,Daucus carota,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,H127,DAUCAR,Daucus carota,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,HH130,DAUCAR,Daucus carota,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,PP107,DAUCAR,Daucus carota,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"DS, JLL",QQ107,DAUCAR,Daucus carota,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,"MP, WO",T70,DAUCAR,Daucus carota,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",TT119,DAUCAR,Daucus carota,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,W146,DAUCAR,Daucus carota,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,W95,DAUCAR,Daucus carota,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,X78,DAUCAR,Daucus carota,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,Y94,DAUCAR,Daucus carota,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,YY122,DAUCAR,Daucus carota,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,Z108,DAUCAR,Daucus carota,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,WO,B109,DESCAA,Desmodium canadense,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/18,WO,G137,DICACU,Dichanthelium acuminatum,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,WO,R83,DICACU,Dichanthelium acuminatum,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,AA114,Dichanthelium sp.,Dichanthelium sp.,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",BB106,Dichanthelium sp.,Dichanthelium sp.,75,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,"CB, WO",A128,DIOVIL,Dioscorea villosa,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,WO,FF117,DIOVIL,Dioscorea villosa,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"SML, TML",HH116,DIOVIL,Dioscorea villosa,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/18,WO,K116,DIOVIL,Dioscorea villosa,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,CB,T75,DIOVIL,Dioscorea villosa,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,X76,DIOVIL,Dioscorea villosa,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,X87,DIOVIL,Dioscorea villosa,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,Y96,DIOVIL,Dioscorea villosa,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,Z92,DIOVIL,Dioscorea villosa,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,AY130,DIPLAC,Dipsacus laciniatus,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,WO,B138,DIPLAC,Dipsacus laciniatus,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,WO,HH126,DIPLAC,Dipsacus laciniatus,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,W146,DIPSYL,Dipsacus sylvestris,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",X143,DIPSYL,Dipsacus sylvestris,80,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",Z143,DIPSYL,Dipsacus sylvestris,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,PP124,DUCIND,Duchesnea indica,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,E109,ECHCRU,Echinochloa crusgalli,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,Y138,ECHCRU,Echinochloa crusgalli,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",YY140,ECHLOB,Echinocystis lobata,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",AA141,ELYCAN,Elymus canadensis,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,WO,AA125,ELYHYS,Elymus hystrix,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,CC109,ELYHYS,Elymus hystrix,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,CC110,ELYHYS,Elymus hystrix,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/18,WO,G137,ELYHYS,Elymus hystrix,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"SML, TML",HH103,ELYHYS,Elymus hystrix,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
