Date,Sampler,Plot ID Number,6-Letter Code,Species Name,Category: Seedling(S)/ Sapling(U)/ Shrub(SH),Sapling Category:< 5cm or > 5cm ,# Stems ,NOTES,,,,,,,
5/18/18,CB,XX134,LONMAA,Lonicera maackii,SH,,2,,,,,,,,
5/18/18,CB,XX142,LONMAA,Lonicera maackii,SH,,3,,,,,,,,
5/18/18,CB,XX147,LONMAA,Lonicera maackii,SH,,4,,,,,,,,
5/18/18,"CB, PB, WO",Y135,LONMAA,Lonicera maackii,SH,,1,,,,,,,,
5/23/18,CB,YY119,LONMAA,Lonicera maackii,SH,,7,,,,,,,,
5/9/18,"PB, WO",YY122,LONMAA,Lonicera maackii,SH,,4,,,,,,,,
5/23/18,CB,YY123,LONMAA,Lonicera maackii,SH,,13,there is a large buckthorn growing horizontally in plot,,,,,,,
5/18/18,CB,YY140,LONMAA,Lonicera maackii,SH,,3,,,,,,,,
5/15/18,"CB, PB",ZZ130,LONMAA,Lonicera maackii,SH,,13,,,,,,,,
5/15/18,"CB, PB",ZZ132,LONMAA,Lonicera maackii,SH,,16,,,,,,,,
5/15/18,"CB, PB",ZZ134,LONMAA,Lonicera maackii,SH,,5,,,,,,,,
4/30/18,"WS, JLL",F114,LONTAT ,Lonicera tatarica,SH,,1,,,,,,,,
5/7/18,"JLL, WS",RR113,LONTAT,Lonicera tatarica,SH,,1,,,,,,,,
5/7/18,"JLL, WS",SS113,LONTAT,Lonicera tatarica,SH,,1,,,,,,,,
5/15/18,"MO, WS",TT140,LONTAT,Lonicera tatarica,SH,,4,,,,,,,,
4/30/18,"WS, JLL",F112,LONTAT ,Lonicera tatarica  ,SH,,1,,,,,,,,
4/30/18,CB ,J110,LONTAT ,Lonicera tatarica   ,SH,,1,,,,,,,,
6/6/18,"JL, SL, SZ",CC76,MAGACU,Magnolia acuminata,U,>5,1,"in cage, in Collection?",,,,,,,
5/18/18,"CB, PB, WO",DD130,Malus sp.,Malus sp.,S,,1,,,,,,,,
5/10/18,"PB, WO",TT133,Malus sp.,Malus sp.,U,>5,1,,,,,,,,
5/1/18,"WO, SZ",AY127,MORALB,Morus alba,S,,3,,,,,,,,
5/9/18,"BS, SML",CC144,MORALB,Morus alba,S,,1,,,,,,,,
5/15/18,"SZ, WO",LL128,MORALB,Morus alba,U,>5,1,,,,,,,,
5/10/18,"JLL, WS",A107,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",A124,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",A126,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",A128,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",A135,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"WO, BS",AA125,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",AA141,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,CB,AA79,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",AX131,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/6/18,"JL, SL",AY117,No shrubs/seedlings,No shrubs/seedlings,,,,phragmites cover in powerline corridor; appears treated/dead,,,,,,,
5/2/18,"BS, WO",AZ138,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",B109,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",B127,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",B128,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",B138,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,BB106,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,CB,BB107,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"PB, SZ",BB92,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",C105,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",C111,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",C125,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",C127,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,CC106,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"JLL, PB",CC110,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,CB,CC78,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"PB, SZ",CC96,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"PB, SZ",CC97,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"PB, SZ",CC99,No shrubs/seedlings,No shrubs/seedlings,,,,seedlings & sapling dead due to fire,,,,,,,
5/10/18,"JLL, WS",D113,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WO, SZ",D117,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",D125,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,JLL,D134,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/21/18,CB,DD103,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"PB, JLL",DD112,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"PB, JLL",DD115,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/9/18,"BS, SML",DD145,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/9/18,"BS, SML",DD148,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"MO, PB",DD83,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",E114,No shrubs/seedlings,No shrubs/seedlings,,,,dead honeysuckles in plot,,,,,,,
5/4/18,"JLL, PB",EE108,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/19/18,CB,EE111,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"BS, WO",EE120,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,CB,EE88,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WS, JLL",F107,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WS, JLL",F108,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WO, SZ",F119,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",F129,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"BS, WO",FF123,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/5/18,"JL, SL  ",FF126,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/5/18,"JL, SL  ",FF132,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/9/18,"BS, SML",FF146,No shrubs/seedlings,No shrubs/seedlings,,,,disturbed marker - relocate (placed pink flagging),,,,,,,
4/30/18,"WS, JLL",G109,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",G126,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"JLL, PB",G137,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/19/18,CB,GG113,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"BS, WO",GG122,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/18/18,"CB, PB, WO",GG127,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"PB, SZ",GG94,No shrubs/seedlings,No shrubs/seedlings,,,,seedlings & saplings dead due to fire,,,,,,,
4/30/18,"WO, SZ",H115,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"WO, SZ",H127,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
8/23/18,WO  ,H127,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/17/18,CB,HD134,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/17/18,CB,HD146,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
8/22/18,"MP, WS",HH100,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/6/18,"JL, SL, SZ",HH105,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,CB,HH106,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"JLL, PB",HH110,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"JLL, PB",HH115,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/18/18,"CB, PB, WO",HH126,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/18/18,"CB, PB, WO",HH130,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
8/22/18,"MP, WS",HH139,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"PB, SZ",HH90,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"PB, SZ",HH93,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WO, SZ",I117,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",I124,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,CB,II105,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/19/18,CB,II118,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,CB,II81,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"MO, PB",II87,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WO, SZ",J121,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/20/18,CB,J135,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,CB,JJ105,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"JLL, PB",JJ115,No shrubs/seedlings,No shrubs/seedlings,,,,one buckthorn SH dead; one buckthorn seedling dead,,,,,,,
5/4/18,"BS, WO",JJ121,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/16/18,"BS, WS",JJ140,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"MO, PB",JJ87,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
8/22/18,"MP, WS",JJ96,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WS, JLL",K115,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WS, JLL",K116,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"WS, JLL",K137,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",KK101,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",KK109,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"BS, WO",KK119,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/18/18,"CB, PB, WO",KK121,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"BS, TP",KK145,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,KK93,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",L121,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,JLL,L126,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,LL102,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"JLL, PB",LL110,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/18/18,"CB, PB, WO",LL122,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/18/18,"CB, PB, WO",LL123,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/23/18,CB,LL84,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,JLL,M126,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"WS, JLL",M134,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"JLL, WS",M137,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,MM102,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",MM108,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WS, JLL",N115,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",N123,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,NN100,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",NN105,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",NN110,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/4/18,"BS, WO",NN118,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,NN89,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,NN91,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/6/18,"SL, SZ",NN97,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"CB, PB",O105,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",O120,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",OO101,No shrubs/seedlings,No shrubs/seedlings,,,,10 honeysuckle dead in plot,,,,,,,
5/7/18,"JLL, WS",OO103,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",OO110,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/23/18,CB,OO122,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,P122,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",P124,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",P129,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",PP101,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",PP107,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,PP107,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,PP117,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/23/18,CB,PP122,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/23/18,CB,PP124,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/16/18,"BS, WS",PP143,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"BS, TP",PP146,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,PP96,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",Q120,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",Q122,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/21/18,CB,Q127,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",Q129,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"KC, WO",Q96,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,QQ107,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,QQ121,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/16/18,"BS, WS",QQ139,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"CB, PB",R113,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
4/30/18,"WS, JLL",R116,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",R128,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",R75,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",R79,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"KC, WO",R86,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,RR107,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,RR116,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,RR99,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,CB,S105,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",S70,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"KC, WO",S86,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"SML, WO",S97,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,SS102,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/6/18,"JL, SL",SS105,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,SS106,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/6/18,"JL, SL",SS109,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"CB, PB",T114,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,"WS, JLL",T122,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",T132,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",T147,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",T70,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/21/18,CB,T74,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",T77,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"KC, WO",T84,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"JLL, WS",TT110,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,TT119,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"CB, PB",U111,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",U130,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",U134,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,UU100,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"CB, PB",V111,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"CB, PB",V113,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"CB, PB",V114,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"WO, BS",V121,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",V134,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/21/18,CB,V73,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",V74,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/21/18,CB,V74,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",V76,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"KC, WO",V89,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,CB,W109,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,W109,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",W132,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"WO, BS",W136,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"WO, BS",W137,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",W146,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",W71,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",W72,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,JLL,WW102,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/6/18,JL,WW106,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/5/18,"MO, SZ",WW114,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",X138,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",X139,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",X143,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",X78,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",X87,No shrubs/seedlings,No shrubs/seedlings,,,,2 chokecherry resprouts dead,,,,,,,
5/8/18,"KC, WO",X93,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/1/18,CB,Y112,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"JLL, PB",Y115,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
6/6/18,"JL, SL, SZ",Y121,No shrubs/seedlings,No shrubs/seedlings,,,,100% water no flag shrubs not sampled yet (previously X121),,,,,,,
5/3/18,"WO, BS",Y128,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/2/18,"BS, WO",Y130,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",Y141,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/9/18,"BS, SML",Y147,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",Y90,No shrubs/seedlings,No shrubs/seedlings,,,,16 dead stems,,,,,,,
5/8/18,"KC, WO",Y94,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/7/18,"SML, WO",Y96,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/15/18,"CB, PB",YY132,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/18/18,CB,YY146,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/21/18,CB,Z124,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"WO, BS",Z132,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/10/18,"JLL, WS",Z143,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",Z76,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/22/18,CB,Z82,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",Z86,No shrubs/seedlings,No shrubs/seedlings,,,,2 dead unk. Opp branch,,,,,,,
5/7/18,"PB, SZ",Z92,No shrubs/seedlings,No shrubs/seedlings,,,,,,,,,,,
5/3/18,"JLL, PB",A117,OSTVIR,Ostrya virginiana,S,,11,,,,,,,,
5/7/18,"PB, SZ",AA95,OSTVIR,Ostrya virginiana,U,<5,1,,,,,,,,
5/3/18,"JLL, PB",BB116,OSTVIR,Ostrya virginiana,U,>5,1,,,,,,,,
5/8/18,"MO, PB",BB84,OSTVIR,Ostrya virginiana,U,<5,2,,,,,,,,
5/22/18,CB,DD78,OSTVIR,Ostrya virginiana,U,<5,6,,,,,,,,
5/22/18,CB,HH79,OSTVIR,Ostrya virginiana,S,,1,,,,,,,,
4/30/18,"WO, SZ",I116,OSTVIR,Ostrya virginiana,U,>5,1,,,,,,,,
5/17/18,"BS, WS",RR139,OSTVIR,Ostrya virginiana,S,,1,,,,,,,,
5/15/18,"MO, WS",TT137,OSTVIR,Ostrya virginiana,U,<5,1,,,,,,,,
5/15/18,"SZ, WO",WW137,OSTVIR,Ostrya virginiana,S,,4,,,,,,,,
5/15/18,"SZ, WO",WW137,OSTVIR,Ostrya virginiana,U,<5,1,,,,,,,,
5/18/18,CB,WW140,OSTVIR,Ostrya virginiana,S,,2,,,,,,,,
5/22/18,CB,Y84,OSTVIR,Ostrya virginiana,U,<5,2,,,,,,,,
5/2/18,"BS, WO",A131,PARQUI,Parthenocissus quinquefolia,SH,,2,counted in shrub layer because liana greater than 1.37 m height climbing on tree,,,,,,,
5/1/18,"WO, SZ",AY127,PHEAMU,Phellodendron amurense,S,,7,,,,,,,,
5/1/18,"WO, SZ",D123,PHEAMU,Phellodendron amurense,U,<5,2,,,,,,,,
5/4/18,"JLL, PB",LL114,PHEAMU,Phellodendron amurense,S,,2,,,,,,,,
5/4/18,"JLL, PB",LL114,PHEAMU,Phellodendron amurense,U,<5,1,,,,,,,,
5/18/18,"CB, PB, WO",EE132,PRUAME,Prunus americana,SH,,3,burned stems,,,,,,,
5/22/18,JLL,UU117,PRUAME,Prunus americana,SH,,1,,,,,,,,
5/8/18,"MO, PB",BB84,PRUSER,Prunus serotina,S,,5,,,,,,,,
5/22/18,CB,DD78,PRUSER,Prunus serotina,U,<5,1,,,,,,,,
5/7/18,"PB, SZ",DD90,PRUSER,Prunus serotina,S,,8,,,,,,,,
5/3/18,"PB, JLL",FF112,PRUSER,Prunus serotina,S,,1,,,,,,,,
5/16/18,PB,HB125,PRUSER,Prunus serotina,U,<5,1,,,,,,,,
5/3/18,"JLL, PB",HH116,PRUSER,Prunus serotina,S,,7,resprouting at base - burn die back,,,,,,,
5/3/18,"JLL, PB",HH116,PRUSER,Prunus serotina,U,<5,1,resprouting at base - burn die back,,,,,,,
5/4/18,"BS, WO",II122,PRUSER,Prunus serotina,S,,2,,,,,,,,
5/15/18,"MO, WS",NN136,PRUSER,Prunus serotina,U,>5,1,,,,,,,,
5/2/18,"BS, WO",W128,PRUSER,Prunus serotina,S,,1,,,,,,,,
5/1/18,"CB, PB",Y105,PRUSER,Prunus serotina,U,<5,6,,,,,,,,
5/3/18,"WO, BS",Z122,PRUSER,Prunus serotina,S,,2,,,,,,,,
5/1/18,"WO, SZ",AY122,PRUVIR,Prunus virginiana,SH,,14,,,,,,,,
5/19/18,CB,FF114,PRUVIR,Prunus virginiana,SH,,1,,,,,,,,
5/17/18,CB,HD143,PRUVIR,Prunus virginiana,SH,,2,,,,,,,,
5/15/18,"MO, WS",LL141,PRUVIR,Prunus virginiana,S,,1,,,,,,,,
5/1/18,"WS, JLL",M118,PRUVIR,Prunus virginiana,SH,,2,,,,,,,,
5/1/18,"CB, PB",O108,PRUVIR,Prunus virginiana,S,,16,,,,,,,,
