Date,Sampler,Plot ID Number,6-Letter Code,Species Name,% Cover,Cover Class (1-7),# of Woody Seedlings ,Notes,,,,,,,,,,,
5/1/18,"WO, SZ",C125,Carex sp.,Carex sp.,20,3,,,,,,,,,,,,,
5/4/18,"BS, WO",CC123,Carex sp.,Carex sp.,6,3,,,,,,,,,,,,,
5/4/18,"JLL, PB",EE108,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/18/18,"CB, PB, WO",EE132,Carex sp.,Carex sp.,4,2,,,,,,,,,,,,,
5/2/18,JLL,F112,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/2/18,JLL,F112,Carex sp.,Carex sp.,3,2,,,,,,,,,,,,,
5/2/18,JLL,F112,Carex sp.,Carex sp.,6,3,,,,,,,,,,,,,
5/3/18,"WO, SZ",F119,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",F122,Carex sp.,Carex sp.,4,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",G126,Carex sp.,Carex sp.,20,3,,,,,,,,,,,,,
5/2/18,"JLL, PB",G137,Carex sp.,Carex sp.,5,3,,clumps,,,,,,,,,,,
4/30/18,"WO, SZ",H115,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/16/18,PB,HB126,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/2/18,CB  ,HH103,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",HH112,Carex sp.,Carex sp.,1,2,,broader leaf,,,,,,,,,,,
5/4/18,"JLL, PB",HH112,Carex sp.,Carex sp.,1,2,,Carex pennslyvanica?,,,,,,,,,,,
5/18/18,"PB, WO",HH126,Carex sp.,Carex sp.,4,2,,,,,,,,,,,,,
5/8/18,"MO, PB",HH85,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",J121,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/2/18,PB,JJ102,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/2/18,JLL,K130,Carex sp.,Carex sp.,2,2,,Carex blanda?,,,,,,,,,,,
5/7/18,"JLL, WS",KK109,Carex sp.,Carex sp.,12,3,,,,,,,,,,,,,
5/4/18,"BS, WO",KK119,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/18/18,"PB, WO",KK122,Carex sp.,Carex sp.,3,2,,,,,,,,,,,,,
5/2/18,JLL,L126,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",LL114,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/23/18,CB,LL84,Carex sp.,Carex sp.,7,3,,,,,,,,,,,,,
5/22/18,JLL,MM102,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/2/18,JLL,N128,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",N144,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",NN110,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",NN114,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/15/18,"SZ, WO",NN126,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/23/18,JLL,NN89,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/23/18,JLL,NN91,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",NN97,Carex sp.,Carex sp.,3,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",OO110,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/10/18,"BS, TP",OO146,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/22/18,JLL,PP107,Carex sp.,Carex sp.,4,2,,,,,,,,,,,,,
5/23/18,CB,PP124,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/9/18,"JLL, WS",QQ131,Carex sp.,Carex sp.,1,2,,broader leaf sedge ,,,,,,,,,,,
5/9/18,"JLL, WS",QQ131,Carex sp.,Carex sp.,3,2,,C. penn or rosea/radiata?,,,,,,,,,,,
5/2/18,"WS, JLL",R116,Carex sp.,Carex sp.,1,2,,Carex blanda?,,,,,,,,,,,
5/8/18,"KC, WO",R83,Carex sp.,Carex sp.,4,2,,,,,,,,,,,,,
5/23/18,JLL,RR116,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/9/18,"PB, WO",RR129,Carex sp.,Carex sp.,3,2,,,,,,,,,,,,,
5/22/18,JLL,SS102,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
6/6/18,JL,SS104,Carex sp.,Carex sp.,8,3,,,,,,,,,,,,,
6/6/18,"JL, SL ",SS105,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/22/18,JLL,SS106,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",T70,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/4/18,"BS, WO",T88,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
6/5/18,"JL, SL",TT121,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/2/18,"CB, PB",U110,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/21/18,CB,U74,Carex sp.,Carex sp.,3,2,,no fruit - very narrow leaves,,,,,,,,,,,
5/7/18,"WO, SL",U95,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/20/18,CB,U96,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/4/18,"BS, WO",V89,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/3/18,"BS, WO",W137,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/7/18,"SL, WO",W95,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/22/18,JLL,WW102,Carex sp.,Carex sp.,2,2,,Blanda like,,,,,,,,,,,
5/11/18,PB,WW130,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/15/18,"SZ, WO",WW137,Carex sp.,Carex sp.,4,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",X139,Carex sp.,Carex sp.,25,4,,close to powerline pole C. trichocarpa?,,,,,,,,,,,
5/10/18,"JLL, WS",X143,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X78,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/8/18,"KS, WO",Y94,Carex sp.,Carex sp.,6,3,,,,,,,,,,,,,
5/7/18,"SL, WO",Y96,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",Z143,Carex sp.,Carex sp.,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",Z92,Carex sp.,Carex sp.,1,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",Y80,Carex sp.,Carex sp. ,1,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",Y80,Carex sp.,Carex sp. ,2,2,,,,,,,,,,,,,
5/2/18,JLL,N128,Carex sp. ,Carex sp. ,2,2,,,,,,,,,,,,,
5/16/18,"BS, WS",RR142,Carya sp.,Carya sp.,1,2,,,,,,,,,,,,,
5/3/18,"BS, WO",V121,CAUTHA,Caulophyllum thalictroides,10,3,,,,,,,,,,,,,
5/8/18,"MO, PB",DD86,CELOCC,Celtis occidentalis,0,1,,seedling,,,,,,,,,,,
5/18/18,"PB, WO",EE128,CELOCC,Celtis occidentalis,3,2,,,,,,,,,,,,,
5/15/18,"CB, PB",HC130,CELOCC,Celtis occidentalis,2,2,,,,,,,,,,,,,
5/18/18,"PB, WO",KK121,CELOCC,Celtis occidentalis,2,2,,,,,,,,,,,,,
5/23/18,CB,PP135,CELOCC,Celtis occidentalis,5,3,2,,,,,,,,,,,,
5/9/18,"JLL, WS",QQ131,CELOCC,Celtis occidentalis,1,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",RR95,CELOCC,Celtis occidentalis,2,2,,,,,,,,,,,,,
5/2/18,"CB, PB",T114,CELOCC,Celtis occidentalis,3,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",A121,CELORB,Celastrus orbiculatus,10,3,,,,,,,,,,,,,
5/20/18,CB,A137,CELORB,Celastrus orbiculatus,7,3,,,,,,,,,,,,,
4/30/18,"WS, JLL",F114,CELORB,Celastrus orbiculatus,2,2,,,,,,,,,,,,,
5/18/18,"PB, WO",HH130,CELORB,Celastrus orbiculatus,4,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",OO101,CELORB,Celastrus orbiculatus,1,2,,,,,,,,,,,,,
5/22/18,JLL,PP92,CELORB,Celastrus orbiculatus,2,2,,,,,,,,,,,,,
5/22/18,JLL,SS102,CELORB,Celastrus orbiculatus,20,3,,,,,,,,,,,,,
5/22/18,JLL,SS106,CELORB,Celastrus orbiculatus,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",W72,CELORB,Celastrus orbiculatus,1,2,,,,,,,,,,,,,
5/22/18,JLL,WW102,CELORB,Celastrus orbiculatus,2,2,,,,,,,,,,,,,
6/6/18,JL,XX104,CELORB,Celastrus orbiculatus,12,3,,,,,,,,,,,,,
5/22/18,"CB,JLL",Z108,CELORB,Celastrus orbiculatus,5,3,1,,,,,,,,,,,,
5/2/18,"JLL, PB",AA114,Cerastium sp.,Cerastium sp.,2,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",CC109,Cerastium sp.,Cerastium sp.,1,2,,chickweed?,,,,,,,,,,,
5/7/18,"PB, SZ",GG92,Cerastium sp.,Cerastium sp.,3,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",GG94,Cerastium sp.,Cerastium sp.,1,2,,,,,,,,,,,,,
5/7/18,"SL, WO",W95,Cerastium sp.,Cerastium sp.,3,2,,,,,,,,,,,,,
5/20/18,CB,A137,CERCAN,Cercis canadensis,3,2,,,,,,,,,,,,,
5/20/18,CB,C136,CERCAN,Cercis canadensis,3,2,2,,,,,,,,,,,,
5/22/18,JLL,MM94,CERCAN,Cercis canadensis,8,3,1,,,,,,,,,,,,
5/20/18,CB,U96,CERCAN,Cercis canadensis,3,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",V95,CERCAN,Cercis canadensis,2,2,,,,,,,,,,,,,
6/5/18,"JL, SL",FF132,CERVUL,Cerastium vulgatum,5,3,,,,,,,,,,,,,
5/18/18,"PB, WO",EE126,CHEALB,Chenopodium album,1,2,,,,,,,,,,,,,
5/23/18,JLL,NN89,CHEALB,Chenopodium album,1,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",X138,Chenopodium sp.,Chenopodium sp.,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",X139,Chenopodium sp.,Chenopodium sp.,10,3,,,,,,,,,,,,,
5/22/18,JLL,CC106,CHRLEP,Chrysanthemum leucanthemum ,2,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",MM108,CHRLEP,Chrysanthemum leucanthemum ,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",OO110,CHRLEP,Chrysanthemum leucanthemum ,1,2,,,,,,,,,,,,,
5/22/18,JLL,QQ107,CHRLEP,Chrysanthemum leucanthemum ,2,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",SS105,CHRLEP,Chrysanthemum leucanthemum ,1,2,,,,,,,,,,,,,
5/22/18,JLL,WW102,CHRLEP,Chrysanthemum leucanthemum ,3,2,,,,,,,,,,,,,
6/6/18,JL,SS104,CHRLEP,Chrysanthemum leucanthemum pinnatifidum,1,2,,,,,,,,,,,,,
5/22/18,JLL,PP92,CINARU,Cinna arundinacea,5,3,,,,,,,,,,,,,
5/10/18,"JLL, WS",A107,CIRARV,Cirsium arvense,1,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",AA141,CIRARV,Cirsium arvense,10,3,,,,,,,,,,,,,
5/10/18,"JLL, WS",D113,CIRARV,Cirsium arvense,1,2,,,,,,,,,,,,,
5/22/18,JLL,QQ121,CIRARV,Cirsium arvense,3,2,,,,,,,,,,,,,
6/5/18,"JL, SL",TT121,CIRARV,Cirsium arvense,1,2,,,,,,,,,,,,,
5/22/18,CB,AA79,CIRLUC,Circaea lutetiana,40,4,,,,,,,,,,,,,
5/7/18,"PB, SZ",AA95,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/8/18,"MO, PB",BB84,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,
5/8/18,"MO, PB",CC86,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",DD100,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,
5/8/18,"MO, PB",DD83,CIRLUC,Circaea lutetiana,15,3,,,,,,,,,,,,,
5/22/18,CB,EE77,CIRLUC,Circaea lutetiana,7,3,,,,,,,,,,,,,
5/4/18,"BS, WO",GG121,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/15/18,"CB, PB",HB129,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,
5/17/18,CB,HD135,CIRLUC,Circaea lutetiana,5,3,,,,,,,,,,,,,
5/8/18,"MO, PB",HH85,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",HH96,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",I133,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/2/18,CB,II105,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/4/18,"BS, WO",II122,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/8/18,"MO, PB",II87,CIRLUC,Circaea lutetiana,15,3,,,,,,,,,,,,,
5/4/18,"JLL, PB",JJ114,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/8/18,"MO, PB",JJ87,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/8/18,"MO, PB",JJ93,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",KK101,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",KK116,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/22/18,JLL,LL102,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",NN110,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",OO100,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/19/18,CB,QQ111,CIRLUC,Circaea lutetiana,10,3,,,,,,,,,,,,,
5/7/18,"JLL, WS",RR113,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/9/18,"PB, WO",RR126,CIRLUC,Circaea lutetiana,10,3,,,,,,,,,,,,,
5/7/18,"SL, WO",S97,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",SS113,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",TT110,CIRLUC,Circaea lutetiana,5,2,,,,,,,,,,,,,
5/10/18,"PB, WO",TT133,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/7/18,"WO, SL",U95,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",V84,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",W87,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/8/18,"KS, WO",W91,CIRLUC,Circaea lutetiana,5,3,,,,,,,,,,,,,
5/18/18,CB,WW140,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X87,CIRLUC,Circaea lutetiana,1,2,,,,,,,,,,,,,
5/8/18,"KS, WO",X93,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/9/18,"PB, WO",XX125,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/18/18,CB,XX142,CIRLUC,Circaea lutetiana,3,2,,,,,,,,,,,,,
5/9/18,"BS, SML",Y147,CIRLUC,Circaea lutetiana,2,2,,,,,,,,,,,,,
5/15/18,"CB, PB",ZZ130,CIRLUC,Circaea lutetiana,4,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",A116,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/20/18,CB,A137,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/2/18,"JLL, PB",AA116,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/2/18,"BS, WO",AY130,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",B128,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/2/18,CB  ,BB107,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/9/18,"BS, SML",BB144,CIRLUC,Circaea lutetiana ,8,3,,,,,,,,,,,,,
5/7/18,"PB, SZ",BB92,CIRLUC,Circaea lutetiana ,7,3,,,,,,,,,,,,,
5/1/18,"WO, SZ",C127,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/20/18,CB,C136,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
5/22/18,JLL,CC106,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",CC109,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",CC110,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/4/18,"BS, WO",CC123,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/9/18,"BS, SML",CC144,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/22/18,CB,CC78,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",CC96,CIRLUC,Circaea lutetiana ,10,3,,,,,,,,,,,,,
5/7/18,"PB, SZ",CC99,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/9/18,"BS, SML",DD145,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",DD90,CIRLUC,Circaea lutetiana ,15,3,,,,,,,,,,,,,
5/4/18,"JLL, PB",EE108,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/4/18,"BS, WO",EE120,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/18/18,"PB, WO",EE126,CIRLUC,Circaea lutetiana ,15,3,,,,,,,,,,,,,
5/18/18,"PB, WO",EE128,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/22/18,CB,EE78,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/22/18,CB,EE88,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",F134,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/19/18,CB,FF114,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/4/18,"BS, WO",FF117,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
6/5/18,"JL, SL",FF126,CIRLUC,Circaea lutetiana ,5,3,,,,,,,,,,,,,
6/5/18,"MO, SZ",FF127,CIRLUC,Circaea lutetiana ,5,3,,,,,,,,,,,,,
5/7/18,"PB, SZ",FF94,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",G132,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/19/18,CB,GG113,CIRLUC,Circaea lutetiana ,13,3,,,,,,,,,,,,,
5/10/18,"BS, SL",GG135,CIRLUC,Circaea lutetiana ,12,3,,,,,,,,,,,,,
4/30/18,"WO, SZ",H115,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/15/18,"CB, PB",HA132,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/17/18,CB,HA147,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/16/18,PB,HB126,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/17/18,CB,HB136,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/17/18,CB,HB146,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/17/18,CB,HC135,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
5/17/18,CB,HD134,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/17/18,CB,HE136,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
6/6/18,"JL, SL, SZ",HH105,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/2/18,CB  ,HH106,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",HH110,CIRLUC,Circaea lutetiana ,10,3,,1 dead Rubus in quadrat,,,,,,,,,,,
5/4/18,"JLL, PB",HH112,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",HH116,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",HH90,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",HH93,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
5/19/18,CB,II118,CIRLUC,Circaea lutetiana ,7,3,,,,,,,,,,,,,
5/15/18,"MO, WS",II142,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/22/18,CB,II81,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",II90,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
5/2/18,JLL,J133,CIRLUC,Circaea lutetiana ,1,1,,,,,,,,,,,,,
5/2/18,CB  ,JJ105,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",JJ111,CIRLUC,Circaea lutetiana ,7,3,,,,,,,,,,,,,
5/4/18,"JLL, PB",JJ115,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/4/18,"BS, WO",JJ121,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/2/18,JLL,K130,CIRLUC,Circaea lutetiana ,1,1,,,,,,,,,,,,,
5/7/18,"JLL, WS",KK109,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/4/18,"BS, WO",KK119,CIRLUC,Circaea lutetiana ,10,3,,,,,,,,,,,,,
6/5/18,"MO, SZ",KK131,CIRLUC,Circaea lutetiana ,10,3,,,,,,,,,,,,,
6/6/18,JL,KK80,CIRLUC,Circaea lutetiana ,6,3,,,,,,,,,,,,,
5/23/18,JLL,KK93,CIRLUC,Circaea lutetiana ,15,3,,,,,,,,,,,,,
5/7/18,"JLL, WS",LL103,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",LL104,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",LL110,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",LL114,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/10/18,"PB, WO",LL133,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/23/18,CB,LL84,CIRLUC,Circaea lutetiana ,20,3,,,,,,,,,,,,,
5/2/18,"WS, JLL",M134,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/22/18,JLL,MM102,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",MM114,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/22/18,JLL,MM94,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/22/18,JLL,NN100,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/23/18,JLL,NN140,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/10/18,"BS, TP",NN145,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/23/18,JLL,NN89,CIRLUC,Circaea lutetiana ,2,2,,tree trunk makes up large % of plot #5 - has pipe and number,,,,,,,,,,,
5/23/18,JLL,NN91,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",NN97,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",OO116,CIRLUC,Circaea lutetiana ,1,2,, lot of downed wood in plot,,,,,,,,,,,
5/10/18,"BS, TP",OO146,CIRLUC,Circaea lutetiana ,5,3,,,,,,,,,,,,,
6/5/18,"MO, SZ",PP128,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/23/18,CB,PP137,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/16/18,"BS, WS",PP143,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/10/18,"BS, TP",PP146,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/22/18,JLL,PP92,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/21/18,CB,Q127,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
5/16/18,"BS, WS",QQ140,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/10/18,"BS, TP",QQ146,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",R75,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/8/18,"KC, WO",R86,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/23/18,CB,RR134,CIRLUC,Circaea lutetiana ,8,3,,,,,,,,,,,,,
5/17/18,"BS, WS",RR138,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/17/18,"BS, WS",RR139,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",RR95,CIRLUC,Circaea lutetiana ,15,3,,,,,,,,,,,,,
5/2/18,"WS, JLL",S134,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",S72,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/20/18,CB,S92,CIRLUC,Circaea lutetiana ,3,2,,,,,,,,,,,,,
5/23/18,CB,SS130,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/2/18,"CB, PB",T114,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",T70,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",T75,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/15/18,"MO, WS",TT140,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/21/18,CB,U74,CIRLUC,Circaea lutetiana ,5,3,,,,,,,,,,,,,
5/20/18,CB,U96,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
6/5/18,"MO, SZ",UU130,CIRLUC,Circaea lutetiana ,1,2,,,,,,,,,,,,,
5/2/18,"CB, PB",V114,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",V121,CIRLUC,Circaea lutetiana ,4,2,,,,,,,,,,,,,
5/21/18,CB,V73,CIRLUC,Circaea lutetiana ,2,2,,,,,,,,,,,,,
